,Response,Best Approx,Similarity
1678,In the first place the white man thinks his skin is so much better than the colored man's that he only treats him half way wright when he wants to use him. He will lick him to get his point over. He thinks the negro is a fool entirely. A good chance for a negro to get use to a thing is the only way you can tell whether he is worthy or not. I hope that some day some one will see that the negro is the best friend the white man have. He will let any other race do anything and then they will cut his throat. Just like tis war. He had his foot on the Negro and the other Nations got [unclear]alose[/unclear],Southern white people are not fair with negroes at all. They wont allow you a chance. They take all best jobs for themselves after all we are human like they are And after the war I hope the Southen white man will be better towards negroes. and not be so grafty and give every body a chance after all we have the same blood. I should think if we have to go a cross and fight we should have a good break. ,0.7766408324241638
1679,"I think the Draft Boards of the South should be examined and that Negro troops should have Negro officers. Because when it is a case of do or die, I think they would follow (their) officers better. The Army does not command Negro troops in the South, the people does. I would like to know why it seems a practice of the Army to move EM as far away from home as possible. Couldn’t transportation for states be improved in the South? And shouldn’t furloughs be a grant instead of a privilege? And (they) should be given every three months. All Camps, Posts or Sta. in the South should be examined by a committee from the White House. ","I think after a man have been in the army six month's, he should be able to obtain a furlough, and the negro soldier's in the south should be treated better. The colored officer's are stops at a certain point, and there are no [insertion]colored[/insertion] Btry. Commander's in our Div. [paragraph] Out here in fort Huachuca, the soldier's do not have any social life, and I think after serving five or six month's he should be moved to another camp, I don't under stand why they take the boy's from the north an send them to the south. I think if a soldier was closer to home he would be a better soldier. I under stand there is a man power shortage, why dont the government send the men who were working in a defence plant back especially the married one's. And I think now is the time for the negro to be given his equal right's, it would bring up his morale, because at the present he have to little privilege's to fight for. Above all I wish the white would [insertion]stop[/insertion] this lynching in the South.",0.7373674511909485
1680,its allright but have to win the war first all of us,In this war if we are going to win the war should work together to win this war,0.7695417404174805
1681,"[deletion][/deletion] If this questionnaire means any thing, just come down in texas and take a good look. But after you see Brooks field that will be enough, then you can tell how cause the colored soldiers don't get along. It just from the back gate to front gate. Jim Crowed thank you ",There should be no discrimination anywhere on an Army post because I think an Army Camp in America is suppose to represent the democratic way of life. I am a young negro boy from Texas when the war broke out. I thought that would be my chance to leave there and see if such conditions existed everywhere and came to even a worse place than Texas. Here I don't think the people should even say the word democracy until they put it into practice.,0.6617681980133057
1682,I think every soldier should be treated [unclear][/unclear] to race or color. We should have services clubs and N.S.O. just like the white soldiers.,White and colored soldiers get treated about the same in the army. I consider that the south should be arranged like the north. The army is alright it is just what you make out of it. I would rather have a colored lieutenent because he will treat me more better than a white one. I feel that all soldiers in the army should be treated the same. I don't see why M.P. should be so tough on a soldier when he is out. About the service Club I don't see why colored soldiers can't go to white service clubs and get what he wants and the P.X I feel that any soldier can go in any PX in the camp. It ain't enough buses to carry the soldiers where they want to go I don't see why white people treat a colored man so bad. Cause one ain't no better than the other.,0.7282674312591553
1683,"As a whole I think if both races understand each other better, it would be less conflicts between the two an the war could be carried out more effective, an no doubt the negro would go at it more whole harted than negroes as a whole.","I think the negroes would have a better feeling toward the war if [deletion][/deletion] when we [deletion][/deletion] were civilians we were treated better in the Southern towns. Since the two races must live in the same country, why can't we be treated as human beings and not a high-classed slave? Why can't the negro be allowed to vote since he has to go by the same law as the ones who vote? Since we are depended on to fight like the with, why aren't we treated alike? If the white race could see how they are dependent on the negro for many things, this would be a better place in which to live. ",0.7698953151702881
1684,I think this is a good thing to see how each one feel,I feel that it is a good thing to express one's feelings about the present conditions.,0.7203771471977234
1685,I think the Government is using a good process to see what the Soldier think about his Country.,"I think this is a very good way of getting the general idea of the Soldiers, but after answer these questions will we as soldiers be benefited by our answers?",0.7207934856414795
1686,I think this questionnaire was a very good idea to let the war department know how we feel about the surroundings (there may be some improvements). Signed I Don't Know ,"The questionnaire is very interesting. I glad of having the chance to express my own opinion about the army of the United States. I will asure of better service if I was in Tuskeegee ala with the Army Air Training Center. I am very interested in air craft mech. I worked in the Post at Marvelle, field Ala. long enough to do some of that type of work. I would also be near my Dear wife and two very small children. Thanks in advance for your consideration.",0.6807891130447388
1687,"About question #49. I would have no question to ask the President, he has already made those questions that I had in mind quite clear.","This questionnaire is well formed, and timely it gives the soldiers the opportunity he have been wanting for to voice his opinion on the war",0.5515181422233582
1688,"because here in this camp in [unclear]Texas[/unclear] both white & colored try very hard to work together, if we fail we will try it together.","Yes colored & white soldiers should train together unless they do there will never be any understanding between the two. They want even be able to know the traits of each other, therefore to understand each other they must mingle. To get a full view of each others nature. So once they understand each other they can always mingle without confussion [confusion] & unless they do there will always [unclear]cruel [/unclear]feeling",0.6036381721496582
1689,This is one of the finest things that have ever been sent to the army,As a whole I think the whole army is very good,0.794417679309845
1690,Why is the negro the only race that have seprate places in the army. Is he not fighting for the same purpose as others are we not americans how will this country ever be free unless its made free.,Do you think Negroes should be in the armed forces? What rights have the colored race got to fight for any way? Negroes dont have any speach nor can they revolt against mistreatment. Nor can he do what he wants to.,0.7407463192939758
1691,This questionnaire I thinks [unclear][/unclear] out a man feeling about the army and his life before he came in the army. I think it is a very good thing for a man to express himself and his feelings.,I think the questionnaire is a good thing for us to tell our thought about what we think of the Army and let people know how we are doing. that all I have to say about it.,0.7086860537528992
1692,I thank all soldiers are the same whey are fighting for the thang they all art be the same,I thank Every Soldier Shad Have the Exact Write as a Solder I Dont thank that it Shoud B iny Diffnce is Solders Doin war time thay Shoud Be tread as One,0.6793441772460938
1693,If a man have a special thing he can do he ought to be aloud the opirtunte to do thoes thing and given a chance well as the other are. [paragraph] Those question are say [unclear][/unclear] hope that I do more than my share in the U.S. Service.,I think this is a fine way to get a man to express his opinions. Also thing the answers to these questions should either be published in the paper or broadcasted on the radio. I thing it would contihuto units bit to the was and to le the white man know how the negro feild about him and how the white man field toward the negro. Some similar to this after the was would help the people of the Unites State to under stand lack a like. The United in my opinion could come to be a promise for all who live here.,0.6129807233810425
1694,I dont feel like I am getting a fair brake here in the South before I came in the Army and [deletion][/deletion] [unclear]nuther[/unclear] [unclear][/unclear] I am in here. because I am not getting a chance here to do what I really can do.,"This questionnaire itself make me mad like hell in spots. I am from the north I have never been in the South in my life (to remember) and why in hell do the army send me down south and they know that I can't get along here. Why it make me almost wish that the war was down South. I am doing all that I can to help win this war, But I be dam if I am doing it for this no good [underline]God Dame South[/underline]. [paragraph] I am not Soldier in this [underline]Hell-Hole[/underline] (the south).",0.6297513246536255
1695,42. Of course we don't get as much as rights as others do.,We don't have enough privileges to go anywhere most of the time.,0.6425461769104004
1696,Why I make these statements Colored soldier die beside the white on the battlefield it is strange to me why they do not want to sit or eat beside a negro over here If we are going to give our lives why cant our [deletion][/deletion] money but what the whites buy Why are we hated so bad and have to give our lives in this war There will be a day the Bible will fulfill and we Know it but there is not a thing we can do about it because we are outnumbered That why we dont get the break of a white man We Know you know it,"The negro soldier is willing to fight and will fight But The way white officers in different camps treat them and The civilian public also realy low[er]s the moral of The negro Soldier. They make him feil as though he realy doesn't have any thing to fight for. No Southern white officer should be over negro Soldiers because All Southern whites that is the majority Are actually Rotten toward Treating the negro right. If the negro was treated any way near right I could die for The country with a smile on my face But the way things are now, and seem to be geting worse instead of Better [we?] seem to have that don't care Spirit. If we knew definitely That this war would better our conditions The race as a whole would do more toward winning.",0.7748908400535583
1697,"I have been to but two camps. I was treated fairly good. Meany soldiers from other camps have spoken of being treated very bad. They have spoken of haveing to wate until all white soldiers get on the bus; and if there is any room, they could get on. ",I dont like this camp because the white soldiers can get all the buss they want they can get a bus to go to town and we cant we get [unclear][/unclear] to buss,0.777148962020874
1698,This questionnaire is a very good idea in finding our opinions.,I think this questionnaire is a very good one in some instances it does give you a chance to express your thoughts whether it will do you any good or not.,0.8084000945091248
1699,and make it good for our negro and make some thing out own self. This war and stand up for our country and make good me out own self. Of thongs and no lost of trade and have a good [unclear][/unclear],"We are a Negro race, you will and have found always been [unclear][/unclear] and will remain to do so. All we are asking if we fight for these rights then why not show your appreciation by giving us some of them after, or still better while the war is going on why should I lose my life for something I don't get to use.",0.7202842235565186
1700,I think that this war was for the benefit of our country and to make things better and to give every body the same opportunity.,I am hope this war will make it better for all called and all race.,0.800270676612854
1701,I hope we can in the war and i hope we will in it and I no we will in this wave,I hope that we win the war,0.74924236536026
1702,"of course about the army I have been treated very good, but I done better",I am glad to say things that I have not had the chance to say before. As far as a soldier is concerned I think I have been treated allright . The soldiers I have met from the north seems to know how to treat a human being but the soldiers from the south think they are better than some body or something like that. ,0.7424353361129761
1703,I answer the question the best I could some of them I could not undstand and I could not get the right idea. But I say this while I am in the Army I want to make some thing good so I will have a good trade when I get out.,"I answered to the best of m knowelge for this one reason, I am not fit for duty in the field, but I don't seem to get the change I desire, it is to be put where I can do the most good and no good at all, or about half the good I could be. The questions ar simple but are just what we all should have the chance to express our opinion on them",0.7714167833328247
1704,I think we been treated pretty since we been here but som thing they dont tolated use right in not,"I don't want to be in the army. [paragraph] while I am lame, I have been treated fair but not the best. It is hart to get a furlow, I haven't had one since I have here. The white people treat me fair.",0.5980084538459778
1705,The questions that I have just answered weren't answered with [insertion]any[/insertion] prejustice on my part but [deletion]for[/deletion] from actually seeing and coming in contact with the different situations.,"The questions I have seen are good & now whats to be done about some of them? The spaces where I have marked undecided, was because I wansn't sure, not knowing clearly",0.6875642538070679
1706,"About ability, it seems to me that in my out fit most of the Soldiers with less ability get promotions on a kind of friendship Basis",I think that we and some a all negro army at Joint [unclear][/unclear] I don't think the negro officers get a fair break. The white off. are nice some of them ar not nice to negros,0.5722936987876892
1707,"Some sergants and corporal are not fair because they don't like you, what you do, try to do and how much you do. you don't get any credits from them. But if they like you or you they friends and picks you will get all the credit and don't have to do anything to get it. and don't care what kind of character you have if they like you, you will make it, and if they don't like you, they don't care what you do too try to press forward they will hold you down if they can.",I like this questionnaire very much it give you the chance to express your likes and dislikes with out hurting anyone I am hoping they will look this question over and see what the soldiers likes and dislikes are and I think you should have white and color soldiers together that would help the morale of the soldiers very much because sooner or later they are going to have to fight together so why not have mixed camps if you did this there would not be so many riots between white and colored soldiers United we stand and divided we fall so if we want to win this war we have got to stay united together if your color is black or white that doesn't matter. ,0.7421833276748657
1708,"I think the questionnaire is a good thing to let the soldier express some of his Idea for what he is fighting for, weather in Actual battle ore in any other outfit I think this is a good effort the war-Department have done.",I think the questions ask was very very good one concerning the camps and different Personels. It was also a good idea for Enlisted men to tell his opions of different think which he had a very good chance to express.,0.72278892993927
1709,I am very proud to have that [unclear][/unclear] to answer to those questions to my own Judgement and I all so think that I have made a fair judgement,these question is very good i think i hope i does make good and I hope I did very good on these questions.,0.8052614331245422
1710,I think these questions are very important. I do hope they will give the negro Soldier and Civilian A better Chance than we have. I think each soldier in the United States Army Whether Private Non-Commission officers and Commm-ission Officer should have this test.,"The questionnaire on a whole is very good only the point behind the whole test is rotten. Here I am a negro, trying or at least at work training to become a combat soldier to fight to preserve the things that I hold dear to me and my own country send out a questionnaire asking me how I feel about certain racial questions. They know down there in Washington that these conditionsexists, then why dont they do something about them. I am sure that some action on their part would get the true opinion of the millions of negros than I could give, just one Soldiers ideas in such a worlds crisis as this. I am an american citizen and after this war I shall continue to fight (with words) to get some of the things that I am now getting ready to preserve, like Liberty and the pursuit of Happiness.",0.7246971726417542
1711,This questionnaire seems to be on the level because there's not a single unfair question on the whole questionnaire. ,"This questionnaire has been in my opinion, very fair, as to the query it hold, to subjects, we all, often, encounter.",0.8066868185997009
1712,Colored soldiers will get along better in seperate outfit,The negro soldier can get along a lot better in the world,0.7710870504379272
1713,I think this is a very good way to find out just how a man feel after he has become a Soldier. ,I think that this is a very good chance for the war dept to find out just how the soldier feels. ,0.706780195236206
1714,I am glad to say things that I have not had the chance to say before. As far as a soldier is concerned I think I have been treated allright . The soldiers I have met from the north seems to know how to treat a human being but the soldiers from the south think they are better than some body or something like that. ,"of course about the army I have been treated very good, but I done better",0.7424353361129761
1715,I think it is a good idea to get everybody's opinion about the war and a chance to say the things you have not had before to say.,"This questionnaire is well formed, and timely it gives the soldiers the opportunity he have been wanting for to voice his opinion on the war",0.7217473983764648
1716,I like the army fine and have a very nice time and have very fine officers We are treated very nice and have a fine Group of soldiers,I am very well satisfied with the army and its surroundings.,0.8595905303955078
1717,I like the army all rite [right] so far I ant [can't] find no falt [fault] of it I ben [been] treated allrite [alright] so far the noncome all treated me all rite [alright] so far,I like the Army and I like to get along with everybody and if they just leave me along I will like it very much,0.7276722192764282
1718,"I dislike discrimination between colored and white soldiers on the part of the army. To win this war will take cooperation and color will have to be forgotten. The reason the other side is so far ahead of this country is because the southern white man goes out of his way to keep the colored man down. The southern white people seem as if they are not fighting any foreign country, but are fighting to keep the negro from advancing above his present level. When a colored officer is stationed in the south, white soldiers and officers turn their back to keep from saluting him. Most negro officers are stationed in the north or on the west coast. White southerners would treat a yard dog better than they do a negro. Roland Hays of Ga. was terribly beaten because his wife refused to buy a pair of shoes. A southern white man wants you to kiss his ass to get along with him, but yet he wants you to fight to keep him in luxury. Gov. Talmadge of Georgia said over the radio that he would rather see Germany & Japan rule the world rather than see a negro sit down beside him on a bus. The white people of Texarkana cut a negros nuts and made him eat them because he was suspected of raping a white girl. I am sorry I don't have more space so I could speak my opinion more fully, I hope you can see my point of view about this whole set up.",[unclear][/unclear]The colored soldier in this army is fighting merely because he has to and not because he wants to. This is our first big [unclear][/unclear][unclear][/unclear]. No unity between our white and colored fighting faces. The other countries usually only and [unclear][/unclear] and they are all together and therefore get more unity which is the primary factor in making this war. I don't [unclear]feel[/unclear] I am being treated right my company don't feel their(sic) being treated right . They dislike their (sic) company commander very much. Therefore if we went [unclear][/unclear]their (sic) would be no unity and most of us would never get back for lack of teamwork and this happening in many places can lose the war. Most colored C.O. are in the infantry or some other combat units never any place where he can show his skill by using his head.,0.827792227268219
1719,"If the law would allow it or turn its back these southern whites would hitch a a negro to a plow and work him like a horse. A negro cannot vote in the state of Texas . They want negro women to work in their filthy kitchens wosh their brats and fix their food but think you are not good enough to sit beside them on a bue or in a eating place. A negro was hung in [unclear]ba.[/unclear] [unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear]. Negros in the South have never been treated like any thing but an old dog. On this [unclear]prst[/unclear] a negro soldier has to drink coffee out of a milk bottle in the U.S. Government's P.X. [Army Exchange] while white soldiers drink from cups. After the war if we win a German or Jap can come and live in any hotel or eat in any cafe while negros will be handed crumbs from the back door. I don't have any thing against the U.S. Army in fact I think it a great idea, but not a Jim Crow Army. [P.S. (Cont'd)]","In many Army camps where Negro troops are stationed the Quartermaster does not supply the Mens Hall with adequate food for soldiers. More U.S.O. shows should visit Colored camps for the soldier's amusement than they do. Down here in Alabama the transportation facilities are utterly rotten. Something should be immediately done concerning this situation since many posts are typical of this one. In a number of the Posts, camps in the North the same situation exists. Southern enlisted men and officers will address Negro soldiers as Niggers. Things like this cause riots. The Southern civilian is liable to lose his life as well as the soldier. The majority of Northern soldiers stationed will rather fight than be insult in this way. Southern men and women such respect the Northern Negro Soldiers and Southern Negro soldier. If the Whites will not respect we will kill them or be killed. Were supposed to be fighting for democracy. This is damn sure not that.",0.7084532976150513
1720,We have the best of ever thing here in the army. We cant be treated no better we have the best capt in world he will do his part in everything to help us and I will do everything in the world to please him.,"As a whole the Army of the United States is a fairly good one in giving equal rights and privileges to its soldiers. It could be lots better if all its soldiers were given the same oppotunety to fulfill a capacity that he was qualified to do regardless of race, creed, or color. I am hoping that such conditions might be activated in the near future.",0.7320559024810791
1721,I like the Army and I like to get along with everybody and if they just leave me along I will like it very much,"I like the army, I'm treated nice - I hear often during the week - when I go into town I have a good time. ",0.8196045160293579
1722,The Negro Soldiers are not being treated right because the white people in the South think that this is Slavery and some of them are trying to make Slaves out of the Negroes. None of the Negroes in the Southern States get equal rights. If a Negro tries to ask for his rights in the South some of the white folk would try to kill him.,"As to a colored soldier I write. we as colored do not get the real chance as the whites and I think it is awful the way some of us have been treated, by some of the southerners we all are of the U S and we should treat others as we wish to be treated. ",0.8124110102653503
1723,I thing it is a good idea because it might make the war end more quickly then it should.,I think it is a good idear and should have been done long time ago. not only in the Army but also in Civilian life also for it will serve to bring the white and colored races to a better understanding in the future.,0.7123349905014038
1724,I don't have any more questions to ask they all very interest.,Lots of the questions that I would like to have commented upon there was no space for comment.,0.6765121221542358
1725,I think it is a verry good idea,it good idea,0.8016548156738281
1726,I think this was a good idea.,I believe this is a good idea.,0.9887463450431824
1727,I wonder why the army [unclear]hacile[/unclear] these questionnaire for us to answer. I hope it will make it better for negro. We don't have much to fight for. But all of the negros is in the war. Fighting just like the whites.,The reason i feel the way i do is some of my answer in this questionnaire is because the negro people are not treated fair in nothing. the negro soldiers are treated just like they was before entering the army. Frankly i don't see why we are forced to fight because we don't have the same right,0.8305395245552063
1728,I like the army [unclear][/unclear] is a be no butter.,The army as a whole is fairly good for this and [unclear][/unclear] for one personal [unclear]sadness[/unclear] use and the other is very poor. I would like [deletion]the[/deletion] to help my country in defence work much better . But otherwise where I am now & am satisfied very much much with my work and my comrades. Such advancement is very very slow. Thank you,0.5858356356620789
1729,i dont think i gets a fair deal in the Army because i dont get any rationg (rationing),There is not enough freedom in the army for me. ,0.7024246454238892
1730,I don't like being in the Army in the South because of the Jim Crow. Negro soldiers are being lynched and shot by white southerners. They don't want us to ride where we want to on the buses.,"I do not like some things that we have to put up with. Such as an old worn out bus going to &[insertion]and[/insertion] from camp, being Jim Crowed on state bus, &[insertion]and[/insertion] other Jim Crowed spots about town [unclear][/unclear] called nick names such as Joe, &[insertion]and[/insertion] stuff like that -- that breaks down the morale of a many colored soldier, and they are dissatisfied, and don't care what they do. Also the lynching of our color in certain states, because they is taking for granted the word of the other sides.",0.8199968934059143
1731,Why did Japan start fighting What are the Japan fighting for any way? ,The U.S. Government should use that after this war that every body is given a fair chance to make a living aegan and less of race creed or color. Foreign governments know that there is a difference made between White and Colored that is one reason our country was attacked by Japan. ,0.4669838845729828
1732,"Why is it that the white + colored have to be seperate in everything? + Why is there so much difference in the colored + white from a political stand point, not socially. Why do the white people in the south try to be so hard on the negroes when they get more work out the negroes.",The negro right to day are not that fair or square like they should be an i think they should fight for their rights. When the colores an white people would get along all right. [/paragraph] An another thing the white soldiers don't seem to like the negro soldiers at all. I don't think it is fair at all. I don't see any reason at all for the white soldiers to act that way an it should be stopped cause we is all fighting for our country.,0.7601303458213806
1733,"Why don't they give negroes a chance to be piolets [pilots] as they do white, that is to fly plane all over the U.S.A. and abroad",Why don't they train more Negros in flying schools they have one or two schools and they have a certain number going cant they make this larger. We also have a lot of men that would like to become Officers but they also have a special number. Cant men be transferred from the army to Coast guards there are lots of men know that job better and would rather be in it than the army.,0.7004668712615967
1734,With White Soldiers [paragraph] I hope an truss when the war is over the negro will have more rights an they did before the war.,I think it is a good idea for white and Negro soldiers to be sepred in camp. Because there will be more peace between them. I think the war will end sooner if the Negroes have more of a chance to express or put in action of doing. If the war last long enough every one will be more willing to do for each other. and the more the white do for the Negroes the more the Negroes will be willing to do to help win the war. ,0.7940285801887512
1735,Every thing is good at times. Some times very chicken shity.,The captain is very fine indeed the very best you can fine he is [unclear][/unclear]. Some of the corpuls [corporals] is very chicken shit [paragraph] One of the Lieutenants isn't worth a dam.,0.5993831753730774
1736,I think the Army is alright that if I can stay where I am at until the war is over. I am always willing to do my part of anything I start at. The war make a good man out of me. I got to bed on time and get upon on time and on my job on time.,"I like the Army Life fine, I think I am being treated right in this war. After the war is over I would like to stay in the Army.",0.7055050134658813
1737,I dont have any comment,I have no comments,0.8787721991539001
1738,I want to no [know] why that we have got all of these question to answer what I [unclear]mean[/unclear] to no [know] will it be any bennifit to me or not whether I answer them the best I could. I would like to be treated like a human. After I [unclear]put[/unclear] all of my time in the army I would like to be treated as a human I dont want to spend my time in here and be treated like cat or dog I hope it will all be over soon at least this year in 43 or sooner than 44,As a whole I would not care what they do or don't there is but one thing I want to do and that is to get out of the army because I never did want to come into it in the first place. But being forced into it I had to come or go to fail which I did not mind doing a little time and know when I was going to get out as it is now I don't know when I will get out. But I am hoping that the day is not long off. I want to get out of the army is one hell've life for a man to live when was making a swell living before he had to be called for this mess. I have signed my name although I was told not to but if this will help me to get out I will do most anything. I would rather work for some war industries than fight for the army.,0.656395435333252
1739,I would like to see and know that the negro's were being treated right and getting the breaks and linching would be done away with. and that their would be no more discrimination that they would get fairnest in the law. and a negro soldier should be treated as a soldier as much as any other soldier. and I think City Policemans and cops and white M.P. all ought to be told to treat colored soldiers better more like they are men and they would make better soldiers[.] I think that transportation should be corrected all over the South on Busses Trains and Plains.,The negro should have an equal break in all things in this country. Negro non-coms should have more priviliges - should get more passes etc. Negro civilians in Southern states should be treated better than they are treated now.,0.7986046671867371
1740,I don't think the negroes should be lynched because they will be of more service in the army. Negro soldiers are being lynched. We all should cooperate together and win the [deletion][/deletion} war.,I think as a whole the negro are trying to help win this war and now are after the war as any other time the president and congress should help to stop as much discrimination and stop lynching and give every body a chance as we are all Americans trying to win this war,0.8139328956604004
1741,I don't believe in Jim Crow during the war or after the war,Being Jim crow in civilians life is bad enough but after we are in the army just like the white man why should we be Jim Crowed then? It is not right as [unclear][/unclear],0.5515927076339722
1742,outfit. Some officers would not have any picks and some would and would cause one side to get all of the breaks.,"most all of the buses on our post have signs in them saying Colored to the rear and whites to the front, I think that should be abolish at once, we are all here both white and colored, and here for the same thing, for an instance, maybe the bus is full, & some colored soldiers might be on this want to get off before [deletion][/deletion]at a short distance he have to push his way from the rear which take up a lot of time, while if he was permitted to sit in the front or any where else it would only take a little time to get off. Another thing working in the weather without the proper clothes, no [unclear][/unclear] & no fitting raincoat , will cause a soldier to not put much interest in his work and then to cause pneumonia & other sickness to pull him down & miss most of his training. ( I thank you)",0.6187458634376526
1743,I hope when the war is over a man will be a [unclear][/unclear] White or Black,"The part the Negro plays in this war will have a great deal of Bearing on his [unclear]future[/unclear], if the Negro shows just What he is Capable of doing and that he plays an important part in this war the White man Will realize that with out him they would be last after the war the Negro Will have already shown that he is Competent In all Class. He then should be given the [unclear][/unclear] respect and rights do him, the [unclear][/unclear] realize they are not getting the rights they deserve, after the War [unclear][/unclear] the US wins and the Negro recieves his just rights This will be a far better Country. Then the two Classes will have respect for each. The Negro is fighting two fights, one here and one on Foreign soil. He has Surpassed the average White man's ",0.681316614151001
1744,why do we have to answer this questionnaire and what is it for will this help me or will not,"""why are these questions asked?""",0.739555835723877
1745,"I, [unclear]down[/unclear] here in the south am really tired of this bull shit you people have all ways [unclear]sure of writing of[/unclear] how to wear your cap and how you look every time you go to town you will have to have passes. You can't look like [unclear][/unclear]to line up to shit when you come home I could say more but I will let some of it pass this time.you such like they you been out night asking some one",I dont like the way these white people treat a negro because when we go home on a week end pass we cant get a bus out and when we get a bus all the white sholders get on an the negroes got to wait until last and then they dont take aboute 5 at a time and if we be late getting back to the camp we got to be punish. and another thing the Mp will hit a negro sholder over the head if he look at him. And after I help wend this war I am going to ask for my rights because is dude to me. I am a negro sholder and I am enteresting in my training but they dont treat me wright like the white sholders and until the white people learn to treat negro sholders right we be better off this is all,0.7393409013748169
1746,"In reference to question No. 54, the only reason I do not like the Army is because we do not get justice in it.",My Ideal About the Army for me the Army is no good because I don't like no part of the Army,0.8247086405754089
1747,"Southern white people are “Hell.” The whole South is rotten. The Army is fine, we have the greatest President since Abraham Lincoln, God bless him. America is the greatest country of all time. But these Whites down in the south remind me of Barbarians, not Christians, which they claim.","As it is at the present I am not at all satisfied with the army. While I am in the arm forces I am not treat like I should be treated as soldier serving in the arm forces. Some of our men whom have enlisted in the service have been treated like rats in the South. Many men have been killed without cause by Southern white military police. This will simply prolong this great war. This so called United States of America must win victory both abroad and at home as well. If I was treated right I would not mind soldiering, but as it stands now my spirit is very low.",0.6561698913574219
1748,I don't know why I am drafted I guess that I am drafted to fight for the U.S.A. I can not fight much because I am a little cripple.,"They didn't give me what I asked for. I am in the Medical Corps and I don't like it worth a Dam. I through I was drafted in the army to fight not shell horse shit. I can't learn anything shilling horse shit. Where I was working at I had a job job and learning something, buying war bond & stamps, paying taxes, doing all I could to help win this war, And this is where they put me. There isn't any coloder girls around her and I am a young boy. I don't know what I did bad in my young life to deserve all of this. P.S. I don't like it worth a good (Godam)",0.6558492183685303
1749,I don't think that we [unclear][/unclear][unclear][/unclear][unclear][/unclear] in the [unclear][/unclear] because we all is in the Army like the whites. But they don't think so. That Southern white Folks said that colored folks didn't have any [unclear][/unclear] in the army. ,If we have colored troops overseas I would like to hear why there isn't a colored general over there to command them? [paragraph] Why colored soldiers have been [unclear]located[/unclear] in [unclear]the[/unclear] southwest [deletion]have[/deletion] nothing have been done about it colored soldiers who are supposed to be fighting for this country. When things like this happen it makes a colored soldier feel like he don't have any thing to fight for. [paragraph] Why is it that colored troops haven't got USO clubs at all their camps. The USO club will keep up the morale up. [paragraph] Why is it compulsary to take out insurance? [paragraph] Why the colored soldiers can't wear [unclear][/unclear] hats? [paragraph] Why colored soldiers can't ride the same as white soldiers down south. They have to ride in the rear of busses in special trains and taxis. [paragraph] Why can't they have special service trains to take soldiers home on week-ends and get him back on time for reveille Monday morning? [paragraph] Why don't we have a colored war-correspondent?,0.7694386839866638
1750,I think I have had a fair deal in the army since I have been in the service and I think we have one of the best company commands of all the camps and a nice group of non-coms. ,"I am now in the Army and like it very much, but this camp is so isolated and ther is no enjoyment othe than that I am doing all right",0.683779239654541
1751,The only comment I have to offer is that I am pleased [unclear]by[/unclear] beeing separated from the white soulders because we seem to understand that we are fighting for the same thang. [paragraph] But if we were mixed up with the white soulders the would some times do as they often do call negro [deletion][/deletion] soulders negger or some other fool thang. that is why we can't win the war any faster because they don't under stand that we are fighting for the same thang. but we have in this camp a wonder foul captan and he is a real white man [deletion][/deletion] with a peuer heart,The following questionnaire were very good. I wish I could tell just who I am and just what they and people out here are good for they one [unclear]every[/unclear] chicken shit don't no what it is to give you a [unclear]bash[/unclear]. I hope soon this war will be over then I may get a chance to see some of them where we can start up another war. This one will be a race war. I hope who will read this will be a white Southern. All of the northern are way good to the soldiers. This will be seen from a bad soldier. (Smile),0.769181489944458
1752,I am glad too have the good compliments from the different races as a negro soldier. and I hope he will consider us after war is over.,For me I am very glad that we have a chance to express our ?opinion? of how we feel about the army and this war and the treatment that the ?? soldiers?[unclear][/unclear] in the south have to put up with thanks very much,0.7769100069999695
1753,Why the Southerners are so in different from the Northern White man? [paragraph] Why we have to sit on the back end of buse's? [paragraph] Why do we have to go in the back doors of cafe's and hotels' if it is run buy a White man down here. [paragraph] After all we are fighting for the same thing Which is victory.,We are all fighting for a damn good purpose why cant we all live eat play together give the negros the same break that the white man can get providing his qualification are equal stop this damn segresation In the south and north for the Whites are [unclear][/unclear] better than the blacks God made us all equal more colored [deletion][/deletion] [unclear][/unclear] In higher position that can fight for our rights [paragraph] stop [unclear][/unclear] In the south,0.709648609161377
1754,[responding to question 74] 74 Because white soldiers usually want to [unclear][/unclear] in getting service and [unclear][/unclear][unclear]fully[/unclear] it [unclear]causes[/unclear][unclear]trouble[/unclear].[paragraph][responding to question 76]76. Because there is all ways[always] trouble when negros and whites meets at club.,[unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear]together because we have some hated noncoms and senior officers the non coms are scared of there White officers and they run to the white Man if the P.U.T. do anything. If we had all colored officers our co. would [unclear][/unclear] better some of our White officers are out of the south where they [unclear][/unclear] Negroes.,0.6977381110191345
1755,I think that this is a very good idea so some of us can say what we think and I was fair about my speaking.,I think it is a very fair play. It gives you the privilege to express your opinion and views about things ,0.7601132392883301
1756,The captain is very fine indeed the very best you can fine he is [unclear][/unclear]. Some of the corpuls [corporals] is very chicken shit [paragraph] One of the Lieutenants isn't worth a dam.,We have a pretty good commanding officer but the top seargent aint no good.,0.6445319652557373
