index,response,choice,match,match_choice,score
793,I don't think negro & white soldiers could get along very well in the same outfits,separate,I don't think the negroes would want white people in their outfits.,separate,0.7335429594241764
182,A negro would probably feel better and have more pride in his outfit were he not in the minority.,separate,"If they were in the same outfit, the negroes wouldn't have [unclear][/unclear] the privileges nor the chance for advancement as they have now.",separate,0.733387893006389
1141,"If they were in the same outfit, the negroes wouldn't have [unclear][/unclear] the privileges nor the chance for advancement as they have now.",separate,A negro would probably feel better and have more pride in his outfit were he not in the minority.,separate,0.733387893006389
112,As I said before white & colored don't mix,separate,Because white & Negro don't mix,separate,0.733286088486416
377,People from the south dont like them and there'd be trouble and they feel better together so would we.,separate,Some white people just have no use for colored people & negroes would tend to be the underdog; also the negroes if made non-coms would tend to reciprocate by bullying white privates & therefore it would cause trouble.,separate,0.7330747941846869
192,"I believe that they should have equal rights and privileges, but both whites and negroes would get along better among themselves",separate,They should be separated because it would be more efficient. Negros would be more at home among their own kind.,separate,0.7330037437657899
1039,They should be separated because it would be more efficient. Negros would be more at home among their own kind.,separate,"I believe that they should have equal rights and privileges, but both whites and negroes would get along better among themselves",separate,0.7330037437657899
551,They are to date more accustomed to being separate,separate,They seem to team up better separate,separate,0.7327581330736216
865,The negros should be keep to their self in all ways,separate,A negro is a negro and should be kept in his place.,separate,0.7324607429859291
1193,They should be together in one outfit but whites should not impose on them because of their color.,separate,I think they'd get along better in separate outfits rather than to be mixed with white soldiers,separate,0.7320789979269565
918,Negroes should never be around white people. Keep apart as much as possible.,separate,Until we both (negro + white learn to quell prejudice we must be kept apart.,separate,0.7319567872913173
646,While they work and fight together they feel equal. If they were mixed with white they would feel unequal to us.,separate,They fight with white fellows & they get along together better,separate,0.7317443656309416
363,Differente [different] races & some son't like each other.,separate,Because they are of different color and just don't like them,separate,0.7316302138553371
153,because they are not as clean as wer white people are,separate,Because they are different from white people,separate,0.7310525795040926
482,"because you are going to live eat, sleep with your outfit and I wouldn't want negroes in it",separate,Hell - I don't want to sleep & eat with a negroe,separate,0.7309870948344569
136,When together I think they would make a better fighting unit (under their own command),separate,They fight better when among their own race.,separate,0.7304184001835621
1105,"I, for one, could not get along in a mixed outfit at all.",separate,Could not get along together at all.,separate,0.7304126498719644
887,If a white man had a colored [unclear][/unclear]. It might not work out so well!!,separate,it doesn't look good for a negro and a white man to be together,separate,0.7301178617519056
908,"They would work best among their own, as the whites work best among their own.",separate,They can work better together and also the whites can work better together. ,separate,0.7299383965153767
1094,The part that I think is wrong with this camp is that the officers do not cooperate very well together and that to many officers here do not cooperate with their noncommissioned officers and in return the Noncom. do not cooperate with the officers and men that are under them. The people seem nice hearted thank to the soldiers being there are so many here.,separate,"White soldiers don't like to work with negroes, especially negro officers.",separate,0.7297091660283276
477,That would give the negro a chance to show what he can do.,separate,That way negro will have more of a chance.,separate,0.7291623031275258
1010,They do not mix well living together and therefore should not be in the same outfits.,separate,If they have separate outfits they will feel inferior to us,same,0.7291578923835242
1103,The negro has a better chance to serve as he is. Don't ever put him with some white folks.,separate,A Negro will do better with his fellows than with white soldiers,separate,0.7290472579668369
206,They should have their own Negroe officer but when necessary all (white & black) should work together and fight together,separate,"Why not. We are all fighting together for the same cause. When a person is fighting, I don't think he will care whether the man next to him is black or white Just so he fight. ",same,0.7278778228744671
66,"Why not. We are all fighting together for the same cause. When a person is fighting, I don't think he will care whether the man next to him is black or white Just so he fight. ",same,They should have their own Negroe officer but when necessary all (white & black) should work together and fight together,separate,0.7278778228744671
930,I was born in the south this should explain everything,separate,Because I am from the south.,separate,0.7276400157202578
149,A negro wouldn't have a chance in my outfit.,separate,The negroes wouldn't have chance to do full share.,separate,0.7272965704001556
86,The negroes wouldn't have chance to do full share.,separate,A negro wouldn't have a chance in my outfit.,separate,0.7272965704001556
654," Do not like living with them, otherwise they are alright in there place.",separate,Don't like to live with them,separate,0.7269224041130806
168,There is a difference in living conditions between the two races.,separate,Seems to me there is a difference in the standards of living between white & colored people.,separate,0.7266327185026539
339,Seems to me there is a difference in the standards of living between white & colored people.,separate,There is a difference in living conditions between the two races.,separate,0.7266327185026539
565,They fight better together. Mix them with whites and we fight among ourselves,separate,They fight better when among their own race.,separate,0.7265817243834362
504,Suppose a negro soldier were made an C.O. A white would not like to take his orders.,separate,white soldiers would not like to take orders from a negro officer,separate,0.7265301095823139
866,The should have their own outfits but should mingle with the whites.,separate,They should be together in one outfit but whites should not impose on them because of their color.,separate,0.7264907647166051
879,Less cause for friction at this time. A great many of both colors would object,separate,Because there will be less arguments among them.,separate,0.7253835217214053
498,there would be a war between them,separate,There will be confliction when the two are together.,separate,0.7252621700568993
1029,(Same as GO),separate,Same.,separate,0.7250598548408729
882,Some white people have an old grudge against negros,separate,because some white don't like the negro.,separate,0.7247872199066253
431,A chain is as strong as its weakest link! Bad feeling is detrimental to moral!,separate,Prejudices against one another is bad for the moral.,separate,0.7246035661434899
420,Prejudices against one another is bad for the moral.,separate,A chain is as strong as its weakest link! Bad feeling is detrimental to moral!,separate,0.7246035661434899
1057,Let negroes be in separate outfits so they can distinguish themselves,separate,"The Negro should be in separate outfit, with Negro officers",separate,0.7245682015635668
1011,We Don't have the same ways of Living and that wouldn't work at All.,separate,They would never get along together.,separate,0.7244757600676125
684,Because some would have hard feelings about the races.,separate,There is liable to be trouble between the two races.,separate,0.7242173860615859
915,For the above reason.,separate,yes,separate,0.723681859246082
842,It is better on both. White on Negro,separate,I think negroes get along better with negroes and the same goes for the whites.,separate,0.7236275625526759
931,Get all the Negroes together it gives them better spirit also I am from the South - that explains [unclear][/unclear] self.,separate,Negro's [negroes] work better and get better treatment among themselves.,separate,0.7235762445609573
1173,They might feel the white soldier would get a better break if they were mixed.,separate,They would feel better if they were with their own kind and so would the white soldier.,separate,0.7235093553589939
1210,"Because a lot of White fellows couldnt stand a negro, but I think I could.",separate,Most white fellows do not like to be near Negro's.,separate,0.7234409824216426
1070,for same reason listed on my last question,separate,Same as last answer,separate,0.7234215786898637
346,It would cause bad feelings among the soldiers.,separate,Because they are of different color and just don't like them,separate,0.7233485895654109
696,Negroes work better with their own color and so do the whites. White men lose control of them too fast. ,separate,Negro's and whites work better when with their own races.,separate,0.7233467506464285
712,There would be a lot id dissention among the men if they had to take orders for a negroe non-com.,separate,Southern boys resent taking orders from negroes,separate,0.7223955745271262
499,The white man is usually higher qualified than negroes.,separate,"Because I don't think as a whole, negroe's intelligents is as high as a white person.",separate,0.7223003512857231
513,"Because I don't think as a whole, negroe's intelligents is as high as a white person.",separate,The white man is usually higher qualified than negroes.,separate,0.7223003512857231
783,The whites and negros very seldom get along together when they are in the same camp.,separate,because negros and whites doesn't work well enough together,separate,0.7220548411149735
550,they should be separate because they can never git along,separate,They want [won't] mix,separate,0.7214872289515061
1004,To keep from constant quarrels and contention which is always bound to arise,separate,It still will cause trouble again here and there,separate,0.7211028502026572
427,Some men can't get along with the Nergo,separate,They could not get along with the men here at all.,separate,0.7203998622875529
925,No white man honestly believes a negroe is as good a man as he is,separate,Because the negro's think they are better than the white man.,separate,0.720378708190458
1145,No they should have a separate place in camp. ,separate,They should be separated as far as living together. ,separate,0.7203769959208525
1179,The Army might force me to obey a black officer But by God they couldnt[couldn't] make me like it. I wouldnt[wouldn't] do it willingly.,separate,The southern soldiers wouldnt obey and take orders if the negroe would become higher than they.,separate,0.72015986056218
272,"Too close relationship, and then again I would want to almost sleep with them.",separate,I wouldn't want to Sleep with them.,separate,0.7200618920722701
898,So the negroes will have an equal chance,separate,That way negro will have more of a chance.,separate,0.7200120751912675
352,They don't mix good not with me any way.,separate,They couldn't possibly mix.,separate,0.7192114000796141
340,I dont like the idea of mix ing them up,separate,I don't think they should mix,separate,0.7183462435073474
993,I don't think they will ever mix.,separate,I don't think they should mix,separate,0.717718216066762
694,Difference in living habits + race,separate,There is a difference in living conditions between the two races.,separate,0.7177147653965755
543,for I beleve that negros understand one anthr better,separate,For the negroes think they will be as good as the whits,separate,0.7174800463485304
33,Because you might have to fight with them in battle,same,there would be a war between them,separate,0.7173702225108474
241,"I think it would cause less trouble, especially here in the south.",separate,because of less trouble,separate,0.7171999075037037
1232,Not at a point where they can mix as yet.,separate,I don't think they would mix very well.,separate,0.7169386357427806
252,Too much race hatred,separate,There is still a good deal of race prejudice + hatred,separate,0.7167990238829146
422,"These will be two separate groups, no matter how much they are mingled.",separate,Why should they be separated they are the same as we are.,same,0.7163768204098442
464,It would bring up the eternal question of superior races and always lead to heated arguments and probably trouble.,separate,There would be to much trouble if both races were together.,separate,0.7158595928476901
656,The morale of soldiers would drop if they should happen to have a negro leader,separate,Any Southern soldier would not get along with the Negro very well.,separate,0.7156861853430994
996,"Different races of people should not mingle together too closely for each will wat the power that is there to use, very bad for Army. This can cause serious defeats.",separate,because we want to have a strong army and if we sat them to close together we will all ways have trouble,separate,0.7156185393959124
514,because we want to have a strong army and if we sat them to close together we will all ways have trouble,separate,"Different races of people should not mingle together too closely for each will wat the power that is there to use, very bad for Army. This can cause serious defeats.",separate,0.7156185393959124
389,"Because of the extreme difference of living conditions, separate outfits would be suggested. ",separate,They should be in separate outfits.,separate,0.7147310613225762
147,More can be accomplished by separate units to achieve victory if they were separated. Negroes can adapt themselves to different climate than the white physically etc. ,separate,Probably better cooperation when there's separate outfits even with white southerners + white northerners,separate,0.7146442994795221
343,Will respond better to negro you comes & officers of the line,separate,They would behave and act better under officers of there own race,separate,0.7142641270584545
61,Negroes have higher spirits than Whites should help morale a lot.,same,Because some negro think they are better than white,separate,0.714079190483838
929,If [unclear][/unclear] [unclear][/unclear] [unclear][/unclear] there will be [unclear][/unclear][unclear][/unclear]. There is enough of that already.,separate,I wanted want to [unclear][/unclear] in the same [unclear][/unclear],separate,0.7135302326085575
296,to mix them would create a Disturbance,separate,One would make a grave mistake if he tried to mix them up,separate,0.7133350184331205
229,One would make a grave mistake if he tried to mix them up,separate,to mix them would create a Disturbance,separate,0.7133350184331205
537,A negro Soilder [soldier] woul [would] dorp [drop] the moral [morale] of a white outfit,separate,As much as possible there is too much dislike for the mixing of colors. This would have a tendency to lower moral [morale]. A white man with any love for himself will hold himself above a negro.,separate,0.7130730146649519
1172,Most of either race are not used to living closely to each other.,separate,Due to differance of race as most people cant stand to many negroes,separate,0.7130323089644904
1074,Believe it keeps up the morale of the whites & gives the negros[negroes] competion[competition].,separate,"They will work better together with the ones they like, naturally their fellow negroes",separate,0.7125911882457355
392,Because white boys and dam negros dont mix,separate,Because white & Negro don't mix,separate,0.7124236764999834
46,I don't know of any reason why they can't be together in the Army because they all know they are fighting for the same reason and I think they should be together.,same,We are all in this for the cause and see no reason why they shouldn't be allowed & fight with us side by side,same,0.7123900340633035
1208,Seperate outfits but work together,separate,They would work better when in their own outfit,separate,0.7118557934273511
523,because the white boys is smarter.,separate,"Because they feel themselves better, or higher intelligent",separate,0.7117338984931562
1093,Negros and whites should be allowed together where they are free to go as they please but should not be allowed to live or train together where they are ordered to do so.,separate,"I think a negro should have some rights, but after all a negro is a different race of people. I dont like to see them [unclear]misatreated[/unclear], but they should stay in their place. But I dont think a commision officer + enlisted man should come under two different classes, you must remember you have some good friends that are trying to get a head but, dont like to break off friendship, that is the only thing that the army have got that we dont like. Ever man is [unclear]???[/unclear], the Lord dont pick them by [unclear]??? [/unclear]to die.",separate,0.7116868180371468
385,"As always, it's better I think if they act independently from the whites.",separate,Keeping them separate makes them try to be better than a white outfit,separate,0.7115954160666169
991,"Most white men like to sleep and eat with whites, rather than negroes.",separate,White people don't like the idea sleeping + eating with negros.,separate,0.711280507443077
1258,The should be kept to themselves.,separate,They should stay in their place.,same,0.7108959918249336
411,because they are not the same as us,separate,They can't work together.,separate,0.7103496722605265
666,Because the majority of the people dont like to associate with them.,separate,Because most white people don't like the colored race,separate,0.7101219416117825
366,Don't allow direct contact with the negro's,separate,I do not like to mingle with negroes,separate,0.7101115538198455
8,Negros can labor better in heat and bad conditions and the white men have the intelligence to operate more complicated machines,same,A negroe can work much better with his own race.,separate,0.7097884912587548
76,If separated there wouldn't be any fights.,separate,It would prevent less arguments if they are separated.,separate,0.70943201193954
1148,If everyone is with their own color they feel they have a better chance for advancement otherwise there would be a feeling of favoritism for the other color.,separate,If separated each group would try to be better but this would cause jealousy and indifference.,same,0.7092806115127266
62,If separated each group would try to be better but this would cause jealousy and indifference.,same,If everyone is with their own color they feel they have a better chance for advancement otherwise there would be a feeling of favoritism for the other color.,separate,0.7092806115127266
1102,They should be separate due to the friction between the two races.,separate,They should be separate for their own good,separate,0.7092299402975006
625,Many white people have a tendency to be overbearing with the negro,separate,Too many white soldiers are prejudiced against the negro,separate,0.7091756165817532
519,I wouldn't want to live and work with them.,separate,Don't like to live with them,separate,0.7086463018358755
1194,Don't the negro and white could get along together,separate,Some negroes and white don't work well together.,separate,0.7075169005570494
907,"Both groups are more comfortable when living separately. Although they can work and play (Movies, PX) together.",separate,They work better in separate groups.,separate,0.7072615992523229
876,"The negros are good soldiers, as are the whites, but might not be if mixed with whites in the south, where there is a great deal of [unclear][/unclear]",separate,Because white and negro soldiers don't mix very good.,separate,0.7064858314028215
105,THEY SHOULD BE GIVEN EQUAL RIGHTS + PRIVILEGES AS WHITE SOLDIERS BUT I DON'T WANT ONE FOR A BUDDY.,separate,I think this because the white soldiers wouldn't give them the same break as to a white man and in war this should not be,separate,0.7064149676849264
286,It would lower the efficiency of the white outfits,separate,"They would tend to separate anyway, so efficiency would be lost if they were placed in the same outfit.",separate,0.7056327989335773
166,A white man and a Negro differ essentially in character.,separate,Because negros and Whites live different,separate,0.7052806345888689
1260,They should be in different outfits so that all personnel will be treated equally.,separate,We are all in for the same reason - why have different uniforms ,same,0.7051042124874104
21,We are all in for the same reason - why have different uniforms ,same,They should be in different outfits so that all personnel will be treated equally.,separate,0.7051042124874104
796,Black & white can't mix there will always be a fight.,separate,Could never get along together. There would be too many fights.,separate,0.7045101918697533
423,I thing negro should be in separate outfits as thier is some bad felling between white people an negro.,separate,Let negroes be in separate outfits so they can distinguish themselves,separate,0.7038817472783293
486,"Because who wants to live, sleep & eat with them.",separate,"because you are going to live eat, sleep with your outfit and I wouldn't want negroes in it",separate,0.7038787851222982
13,so they could learn to work together.,same,They get along better when they have to work in a team,separate,0.7037210710301592
927,I think both Races would feel more at home where they could live separately.,separate,They would be happier together and in their own separate outfit.,separate,0.7031435718175381
542,Racial predjudice is still to strong to allow intermingling of races.,separate,Racial predjudices cannot be erased.,separate,0.7028838674220214
643,Racial predjudices cannot be erased.,separate,Racial predjudice is still to strong to allow intermingling of races.,separate,0.7028838674220214
888,Mixed races usually doesn't work out.,separate,A mixed outfit wouldn't be as efficient,separate,0.7028702864344706
138,I [unclear][/unclear] negro in the [unclear][/unclear] and white in [unclear][/unclear],separate,Because the [unclear]characteristics[/unclear] of most Negros and White [unclear][/unclear] have been raised separately and are different from white people.,separate,0.7027474779482032
616,I don't mind being around them but I be damn if I'll sleep around them,separate,"Too close relationship, and then again I would want to almost sleep with them.",separate,0.701840981321909
479,TO KEEP BY THEMSELVES SO AS NOT TO TRACK DISEASES ,separate,The should be kept to themselves.,separate,0.7017392238602616
685,to get along better because some people still have that old feeling about them,separate,They get along better among themselfs,separate,0.7015029693067665
285,The work differently as a whole and better units would develope if segreated. ,separate,Separately better team work will exist and a higher spirit with both.,separate,0.7013300740425866
813,Were they together. Too much disturbance would [unclear][/unclear] Ceus. ,separate,There would be trouble if they were together.,separate,0.7011782102312584
1132,A lot of Southerns [Southerners] would rather be court martialed than to eat & live with negroes & maybe they're right,separate,I wouldn't want to live and eat with a negro.,separate,0.7008477761307691
467,Same reason as I gave for the last two questions.,separate,The same reason as stated before.,separate,0.7005472703081218
293,They prefer to be by themselves,separate,The should be kept to themselves.,separate,0.7004261709205022
275,Given the same opertunities,separate,They are just as good as we are.,same,0.7003427581196924
680,the white soldiers dont have to take orders from them,separate,Not to mind with white.,separate,0.7000343581287305
722,At the present time they will work better if seperated. There is still too much racial predjudice,separate,Racial predjudice is still to strong to allow intermingling of races.,separate,0.6992782867293278
276,Jealousy over ranks causes fights. Also it may lead to white's going with negro girls.,separate,It would cause a lot of fights if the whites & negros were together,separate,0.6991772041841591
1191,I think Negroes are better satisfied in their own outfits. They would be more competition among themselves and they would go farther,separate,Negro's [negroes] work better and get better treatment among themselves.,separate,0.6979510154355294
522,Let them have [unclear][/unclear] own outfits.,separate,They should defnitley be in separate outfits.,separate,0.6975011366901983
1067,They wouldn't be insulted + could work up a [unclear]competitive[/unclear] spirit against the white soldiers.,separate,I believe if they were trained with white soldiers they would [be] better soldiers.,same,0.6974811634432736
289,There may be negro + Southern soldiers together + they don't ([underline][/underline]) mix,separate,"I think a negro should have some rights, but after all a negro is a different race of people. I dont like to see them [unclear]misatreated[/unclear], but they should stay in their place. But I dont think a commision officer + enlisted man should come under two different classes, you must remember you have some good friends that are trying to get a head but, dont like to break off friendship, that is the only thing that the army have got that we dont like. Ever man is [unclear]???[/unclear], the Lord dont pick them by [unclear]??? [/unclear]to die.",separate,0.697364551211243
447,I believe they will work better togeather,separate,so they can work better if them seperated,separate,0.6969436969382343
922,"Although fighting for the same cause, I believe segregation would result in less friction.",separate,In order to keep the feeling of white & black separate and less fighting,separate,0.6965338046574217
199,"Their living conditions have been different in civilian life, so I feel they would be just as uncomfortable as white race.",separate,White soldiers would not work together with them and would make a poor fighting outfit,separate,0.6943238659875585
1006,Negroes as a whole do not have the same outlook on sanitation as the white people.,separate,Some negroes and white don't work well together.,separate,0.6940663811127721
412,"There are too many kinds of white people, most of them are not level headed.[insertion][/insertion]",separate,Because most white soldiers don't mix with them.,separate,0.6939068717362302
958,Like to serve with their own race.,separate,They will work better among their own race,separate,0.6935598568178822
642,More comradeship among one's own race,separate,They feel better if they are with their own race,separate,0.6931449548705378
747,They just dont [don't] like to be separated from their friends [.],separate," Do not like living with them, otherwise they are alright in there place.",separate,0.6929874741977124
967,Keep them separated.,separate,"Good idea to keep them separated, keep down trouble",separate,0.6929539368662949
65,"I realize, however, that my answers to the last few questions are impractical because of the hostile attitude southern whites & some northern whites take toward living with negroes. But if Chinese or Filipinos are accepted into the same ranks as the whites, why not the negro.",same,"I think a negro should have some rights, but after all a negro is a different race of people. I dont like to see them [unclear]misatreated[/unclear], but they should stay in their place. But I dont think a commision officer + enlisted man should come under two different classes, you must remember you have some good friends that are trying to get a head but, dont like to break off friendship, that is the only thing that the army have got that we dont like. Ever man is [unclear]???[/unclear], the Lord dont pick them by [unclear]??? [/unclear]to die.",separate,0.6927138228545119
511,They should stay in their own race even though they are citizens,separate,FOR THE SAME REASON THEY - SHOULD - LIVE - SEPARATELY.,separate,0.6920931378550367
1202,In as much as feeling is what it is at the present time- there is a chance of undesireable [undesirable] results should they be mixed,separate,One would make a grave mistake if he tried to mix them up,separate,0.6912043417271304
59,This would help to remove the idea of race superiority,same,Because it will prevent trouble between races.,separate,0.6910288847196923
644,to prevent unecessary arguments and fights.,separate,To keep from constant quarrels and contention which is always bound to arise,separate,0.690959431966466
375,I believe my self that white & negro soldiers should be in separate out fits. ,separate,I thing negro should be in separate outfits as thier is some bad felling between white people an negro.,separate,0.6907124350289376
960,Keep in separate outfits. No chance for racial discontentment.,separate,I think they should be kept in separate outfits.,separate,0.6905919027772943
688,The feeling is still to great to mix them up.,separate,Both races enjoy it more that way.,separate,0.6905897616757961
714,I don't think the White and Negro could get along togeather.,separate,The negroes & whites are not sufficiently adjusted to one another to enable them to co.operate. ,separate,0.6905294544904381
349,Not separating would cause too much jelousy [jealousy] in regards to promotions,separate,"There would be too much jealousy, if they were together.",separate,0.6896135992123246
318,"as long as southern men are included in outfits negroes must be separated. In north, where all men from north this need not be done.",separate,I thing negro should be in separate outfits as thier is some bad felling between white people an negro.,separate,0.6896128687272032
529,Southern-race attitude.,separate,I say that from the standpoint of being a Southerner.,separate,0.6891060753040663
1019,Why there are just as many as the white,separate,"There are too many kinds of white people, most of them are not level headed.[insertion][/insertion]",separate,0.688327104408658
17,We are one army and there for should fight as one. ,same,The troops would be fighting among them selves.,separate,0.6880288396296087
82,The troops would be fighting among them selves.,separate,We are one army and there for should fight as one. ,same,0.6880288396296087
637,WHiLE TRAiNiNG THEY SHOULD BE SEPARATE BUT DURING COMBAT EVERY BOBY SHOULD FiGHT TOgEtHER iF THAt WOULD BE MORE EFFECiENt. ,separate,They should have their own Negroe officer but when necessary all (white & black) should work together and fight together,separate,0.6877267980807126
801,Where practical but there is no objection in many cases.,separate,as soldiers or as a people it avoid trouble,separate,0.6873846991586633
938,would operate mor [more] efficiently as seperate units.,separate,because I think they work much better seperated. ,separate,0.686991163698386
848,Neither would like to be in another outfit. ,separate,It isn't fair to either to put them in the same outfit.,separate,0.6867995562847248
1130,It would be impossible for harmony in any organization combining the 2 races.,separate,The two races wouldn't work together.,separate,0.6857626450099924
198,Same as preceding questions Keep peace within the outfits!,separate,Because I think that they get along better in and outfit with their own kind,separate,0.6857172963553292
1049,To keep down disorders.,separate,"Good idea to keep them separated, keep down trouble",separate,0.6854293806358315
719,Races should never be mixed.,separate,White & black races should never mix ,separate,0.6853425906454286
472,Because we are more [unclear][/unclear] and a different race.,separate,Differente [different] races & some son't like each other.,separate,0.6851377612329372
645,Their freedom in the U.S.A. is worth their efforts to understand the meaning of American rights. black or white. ,separate,"They will work better together with the ones they like, naturally their fellow negroes",separate,0.6848720226909243
439,But I don't meant to mistreat them,separate,It shouldn't make any difference but it does,separate,0.6846921274414937
892,It shouldn't make any difference but it does,separate,But I don't meant to mistreat them,separate,0.6846921274414937
390,"due to the fact living together would create fights, whereas out in the open it isn't so bad",separate,It is better for this reason and that is the most. Fights. ,separate,0.684457355096241
639,White people and colored people are entirely in different classes.,separate,They are one class and Whites are another,separate,0.684008782045955
1256,They are one class and Whites are another,separate,White people and colored people are entirely in different classes.,separate,0.684008782045955
282,It would never do for negroes to be with the whites. south in the south,separate,Then there would be no excuse for trouble between Whites and Negros.,separate,0.6838743606863885
627,Because wouldn't get a - long so well.,separate,It just wouldn't work out.,separate,0.683769676273976
400,to keep from fighting,separate,Keep them separated.,separate,0.6832421371455933
1174,Some people didn't see an others- Negro's are quite often [unclear]hull[/unclear] headed.,separate,Most of the negro you can't get along with.,separate,0.6827978330316221
652,there would be No End to trouble,separate,There would be no dissention between them.,separate,0.6826414079093561
827,Because Negroes are subseptable to desease more than Whites,separate,Yes because of the disliking of many whites and negroes,separate,0.6820424549656898
759,When given equal rank with white people they take things too far.,separate,While they work and fight together they feel equal. If they were mixed with white they would feel unequal to us.,separate,0.6817736406258814
232,"When men live, bath, sleep and eat together negroes become very un-desirable for their odor and habits. ",separate,White people don't like the idea sleeping + eating with negros.,separate,0.6817542773535046
435,They are thus able to do what they want and punish in their own manner for offenses and know more fully their men's attitude and capacity,separate,They would fight better as a unit and wouldn't have any trouble mixing,separate,0.6810893215601674
1170,There are individuals among white soldiers who would be narrowed minded and that could cause dissention among everyone.,separate,Too many white soldiers are prejudiced against the negro,separate,0.6808161073661532
987,I do not think very much about the Negro,separate,The southerners do not feel the same toward the negro as the northerners do.,separate,0.6806051858487693
1149,NOT UP TO PAR,separate,well they couldn't get along very good.,separate,0.6799335303480226
406,Lowers standard of the white men. Let negro think he has right to go with white women.,separate,As much as possible there is too much dislike for the mixing of colors. This would have a tendency to lower moral [morale]. A white man with any love for himself will hold himself above a negro.,separate,0.6797734947422346
752,there is a natural tendency to oppose mixing classes of people,separate,because they shouldn't be mixed,separate,0.6793765647891374
926,This gives them a sort of independent feeling.,separate,Their wouldn't be any trouble.,separate,0.6790958822841892
1198,Southerne would not stand for it and - still there unclean and filthy -,separate,Any Southern soldier would not get along with the Negro very well.,separate,0.6786500416849504
264,"no white soldier wants to work with a negro, and they are not good mixers",separate,White soldiers do not care to mix with negroes.,separate,0.6786455086766446
833,A negroe knows he is looked down upon and will work better when his mind if free from this.,separate,"I have no dislike for the negro, but I believe they work better among themselves",separate,0.6782531317327578
259,always keep them separate that make best soldiers,separate,Keep them separated.,separate,0.6781681341682259
139,"Because myself would soldier with them, don't think any more white would like",separate,I believe if they were trained with white soldiers they would [be] better soldiers.,same,0.6779581328844138
25,But different barracks and different mess halls.,same,they should be in different [unclear][/unclear][unclear][/unclear] and mess halls that could work together in their [unclear][/unclear] of work,separate,0.6779110752892068
1098,they should be in different [unclear][/unclear][unclear][/unclear] and mess halls that could work together in their [unclear][/unclear] of work,separate,But different barracks and different mess halls.,same,0.6779110752892068
567,Sometimes they hold back white soldiers and vice versa.,separate,There are individuals among white soldiers who would be narrowed minded and that could cause dissention among everyone.,separate,0.677520134013859
125,Because negro [unclear][/unclear] while don't live tighter where i came from,separate,For we [unclear][/unclear] wont mix with the Black men.,separate,0.6773875813167987
70,"Since everyone should be equal in the U.S., the color of a race shouldn't make any difference.",same,They should be together in one outfit but whites should not impose on them because of their color.,separate,0.6770424012197096
356,because there might start some friction between men,separate,to be together would most sure to breed discontent amongst the men,separate,0.6768451747547316
186,to be together would most sure to breed discontent amongst the men,separate,because there might start some friction between men,separate,0.6768451747547316
31,because be are brother and have as much heart as we have in our body.,same,"We should make the thing one mass. Irregardless of color, race, or creed be binded together as brother to brother, for the common cause.",same,0.6767165772707145
45,"We should make the thing one mass. Irregardless of color, race, or creed be binded together as brother to brother, for the common cause.",same,because be are brother and have as much heart as we have in our body.,same,0.6767165772707145
164,"Racial hatereds would still cause many complications, but only with the Southern boys",separate,Southern boys as a whole would not relish the idea,separate,0.6766993827727459
5,"Should have separate sleeping quarters, though",same,They should be in separate outfits.,separate,0.6766837250729282
265,Well I just don't like the [unclear][/unclear] like I'm no way. The [unclear][/unclear] are very poor at this camp now. I feel as if [unclear][/unclear] is more at home then in the army. I have only got one [unclear][/unclear] and only bad feet,separate,The part that I think is wrong with this camp is that the officers do not cooperate very well together and that to many officers here do not cooperate with their noncommissioned officers and in return the Noncom. do not cooperate with the officers and men that are under them. The people seem nice hearted thank to the soldiers being there are so many here.,separate,0.6765186352556064
526,"It seems to be working out all right so far, I don't see why it can't be continued.",separate,"I think they like being together and so do we, and there can't be any resentment",separate,0.6763438805030608
570,Because a lot of soldiers wouldn't want a negroe for a buddie.,separate,There are a lot of soldiers tha would not be able to get along with the negroes.,separate,0.6761899149100922
524,I dont think the negro would stay in his place if he were not keep separate. ,separate,Negro should not be together with one but negros,separate,0.6756787246322752
54,"Comment same as question 76, 60",same,Same answer as question no. 60,separate,0.6755054679469952
1101,Keeps down friction.,separate,To prevent friction.,separate,0.6754716952432078
584,Because soldiers from different parts of the country may not think the same about things,separate,It would cause bad feelings among the soldiers.,separate,0.6753945934672576
1199,As long as a negro is fighting he should be given his chance and he could not get it in a white outfit,separate,I know I wouldnt want to be in a negro outfit their would be plenty of fighting,separate,0.6747547575129419
773,In this way they could get full credit for their achievements in [unclear]Nov[/unclear],separate,They are just as good as we are.,same,0.6745756912969529
975,"The only comments I have to make deals with the negro race. I come from a large city over run with negro's, they ruin any part of it they settled in, they are hard to get along with, it is not safe to be in there presents most of them have criminal intent it may be they do not have the same chance in life the white man has, I don't know I for one want to live apart from them",separate,There are too many men who dislike the negros to have unity,separate,0.6745274880155644
118,Would fight among there selfs,separate,Because you might have to fight with them in battle,same,0.6743580216195291
1160,Because we live differently.,separate,Because of difference in ways of living & also hygine reasons.,separate,0.6727001703449145
1043,Because of difference in ways of living & also hygine reasons.,separate,Because we live differently.,separate,0.6727001703449145
949,as stated before - the negro & white would prefer their respective outfits,separate,"In outfits as a whole, I think separating them would work much better. ",separate,0.6725392617620886
347,Because the Negro is in a lot lower class then I am in.,separate,Most of the negro you can't get along with.,separate,0.6719274832532942
325,Be cause a negro can take more then a white Soldiers,separate,Because Negroes are subseptable to desease more than Whites,separate,0.6716529906248155
