,subject_id,image_name,image_name_2,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T15,T31,T32
1629,15867344,2521127-17-0048.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,Sometimes I think I can do more as a civillin [civilian] diffense [defense] worker and other times as a soldier. To make any rank you must be very well known to the officer in your sqdn [squadron] and stay very close to him before you are really recognized at all.,,,,,,,,,,
1630,15867348,2521127-17-0049.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,I signed up for the army I signed up for aireil gunner I was not given the chance to take it and I would still like to have it. [deletion][/deletion] But this post won't give a soldier a chance. [paragraph] I even signed up for over seas duty. They won't even let me tak a 63 examination.,,,,,,,,,,
1631,15867351,2521127-17-0050.jpg,2521127-17-0051.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"I think that after a certain amount of time in the service a man is entitled to a furlough, every man in my outfit and myself have been in for 9 months or more and have never had a furlough yet, while other men have had 2 in this time. Is that very fair? I don't think so. It is said that the Army gets the best","of food, well, in my opinion the food at ""Sheppard Field Tex."" isn't fit for a pig to eat, the men out here live like cattle and are treated as such. We have been waiting around for 3 weeks now for shippement since we finished A.M. school, couldn't they give us at least a 10 day furlough? We had to wait 2 weeks before we started school and all we did was K.P. and guard duty, now the new students who are waiting to start school are getting furloughs, we have been in 9 months, they have been in 4 months. Do you think getting a deal like that will make a man very ambitious, as a matter of fact it's getting to the point where we just don't give a damn any more.",,,,,,,,,
1632,15867358,2521127-17-0052.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,I like the army alright but when the war is over I am ready to go home. I am a aerial gunner and I think my job is very important. I think the best army camps are the one I leave & the one I go to until I go across.,,,,,,,,,,
1633,15867361,2521127-17-0053.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,I thin most things in the Army camps here could be done more smoothly and without so much loss of time if the high ranking officers would lower their chins??? and put more interest??? in the job they should be doing Instead most of them don't think of what the privates and [unclear][/unclear] are going through and if it takes a week to do an hours job they seem to feel O.K. about it. The Army camp here is way overload and I here its this way all over.,,,,,,,,,,
1634,15867365,2521127-17-0054.jpg,,A document that contains one question (Q.97),,,,,so if that is true I think they should build more camps or if they have to many men let the older married men with children out because after all they have a lot more to live for considering there wives and children also a lot more to worry about which is bound to be a handicap as far as being a good soldier.,so if that is true I think they should build more camps or if they have to many men let the older married men with children out because after all they have a lot more to live for considering there wives and children. Also a lot more to worry about which is bound to be a handicap as far as being a good soldier.,,,,,,,,,
1635,15867370,2521127-17-0055.jpg,2521127-17-0056.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,As a soldier I have to say a person who was taken into the army in good condition after a period of months was found to have a perforated ear. The officials took and put him up for a discharge & he refused it. Since he has been in the service he has liked & does not want to leave. They take & return him back to general service. About 2 mo. later he goes to sick call with wax in his ear and they take & put him up for C.O.O.??? The doctor...,takes and gives him a slip to report to the hospital. He taken rips it up because he wants to stay in and fight for his country and likes army life. Is there anyway he can be relived from not getting a discharge? The weather is very hot down here in the western part of Texas. We do P.T. 5 times a wk. Some fellows can stand it and others can't do it. A fellow came in off the P.T. field with the chills. A non com took and threw a bucket of water on him and it killed him. That shows the results of Physical training. The water is very hot down here and you can hardly get a cool drink of water. The beer in the army camps are not worth a damn. It is the most distasteful stuff a man ever drank. I would think they could get some good brand of beer.,,,,,,,,,
1636,15867379,2521127-17-0057.jpg,2521127-17-0058.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",pay is better but living expenses are a lot worse,We could stand better chow. [paragraph] I don't see any reason for having bed check while we are going to school as most of the boys like the school and wouldn't stay out and miss any of it. If [deletion][/deletion] we didn't have bed check we could sleep out in the squadron area once in a while and not smother in the barracks. [paragraph] [deletion][/deletion] about the furloughs. When I started school I wasn't in long enough,to get one but when I get through with it I sure hope I can get one.,,,,,,,,,
1637,15867387,2521127-17-0059.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,We could do without so much P.T. these hot days & also we could stand better chow most of the time.,,,,,,,,,,
1638,15867391,2521127-17-0060.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"The things I would remark about are all mostly about picking the right man for the right job. The army spends more money, time and such trying to keep a fellow on the [unclear]beans[/unclear] when I should thing [think] they would spend more time picking the leaders and spend more money to entertain and keep the soldiers busy and out of trouble.",,,,,,,,,,
1639,15867395,2521127-17-0061.jpg,2521127-17-0062.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,The army as a whole is pretty good but the only thing bad in the Air Corp is it takes too long a time to get a furlough. As for Sheppard Field the fellows are crowded too much in barracks such as ours especially in the warm weather. Chow can be ranged a little better than it is [unclear]to [/unclear] sufficient food,but it isn't cooked properly. During this warm weather school students should only have one hour of Physical Training.,,,,,,,,,
1640,15867404,2521127-17-0063.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",[unclear][/unclear],['Things are a little worse'],[unclear][/unclear],The army should do away with certain laying down exercise the student soldiers have to do after school as they cannot keep clean and keep their uniforms clean by rolling around in dust and dirt. And have better system in the mess halls and not have them all eating in one section and having another section vacant. And should allow the soldiers out during their free time. ,,,,,,,,,,
1641,15867409,2521127-17-0064.jpg,2521127-17-0065.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,"I have a few remarks about Sheppard Field & vicinity. There are all together to many MP's bothering us for passes. In camps, before, we didn't need passes to go out the gates. All we did was to sign our name in the orderly room stating where we were going as long as it wasn't over 50 miles away. Also on the east coast, we didn't have a curfew hour as long as we were in for reveille we are safe. There also should be a few more PX's here at the field. They should cut out Physical Training altogether here because instead of building us up they make us sick of living and we lose altogether to much weight to keep us in physical fit. We should get more milk to drink and a least 1 steak meal a week.",They should cut out Physical Training altogether here because instead of building us up they make us sick of living and we lose altogether to much weight to keep us in physical fit. We should get more milk to drink and at least 1 steak meal a week.,,,,,,,,,
1642,15867417,2521127-17-0066.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,"My answers to questions 30 & 31 may not seem to agree but I feel that if I remain in the army long enough, my talents will be recognized with a few promotions. Up till now I've been stuck in Air Corps technical schools. When I am graduated from the last of these I think things will look a lot better. My opinion on officers must be limited to officers stationed",,,,,,,,,,
1643,15867421,2521127-17-0067.jpg,,A document that contains one question (Q.97),,,,,"in training squadrons. On the whole they're pretty rough & unreasonable. I have been commanded by an officer who was disabled at Pearl Harbor. If all combat officers are like he was, risking ones neck won't be so bad. He had a method.","... in training squadrons. On the whole they're pretty rough and unreasonable. I have been commanded by an officer who was disabled at Pearl Harbor. If all combat officers are like he was, risking ones neck won't be so bad. He had a method.",,,,,,,,,
1644,15867424,2521127-17-0068.jpg,2521127-17-0069.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,My remarks are all meant about Sheppard Field [Wichita Falls] Texas alone. It has the worst system of organization I have ever seen and I have been in 4 large camps besides this one. On the whole the officers seem to care less about their men and morale. The food is good but the way it is cooked is not a bit good. There is also not enough variety of foods. I believe men should be allowed to leave camp any night as long as they are back by reveille. Passes are given out but once a week and there are too many men to be let loose at one time.,during each week. The physical training does more harm than good and is entirely too long. Our entertainment is about the best I have ever had or seen but for my part there is entirely too little. On the whole it is a poor camp and I will be glad to leave when my time comes.,,,,,,,,,
1645,15867434,2521127-17-0070.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,"A Air corp should be Air Corp, just because there is an Infantry man why have Air Corp Infantry. School is tough enough with out over excercising oneself on a drill field. One hour of calesthenics and a good obstacle course is plenty for any one while tacking his brain in school, he needs rest not tearing down in such intense beat as Texas has.",,,,,,,,,,
1646,15867438,2521127-17-0071.jpg,2521127-17-0072.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot worse'],,My biggest beef upon army conditions is the aparent waste of man power. I have seen so many times that jobs have to be invented to keep men busy. I feel that there isn't as much of a place in the army for limited service men as there would be in civilian life. Limited service men released to war jobs would enable a lot of healthy war workers to become soldiers who would be able to do their part when needed. I personally feel,"that as yet married men with children are??? not needed, and any in the army now should be given a [unclear][/unclear] to be drafted into war jobs if they so desire Our country's ideals are built upon the family and home. Why should mens' families suffer when other men are still out the army yet they have no children, etc. I feel as though the men with the least home duties should be well trained as soldiers",,,,,,,,,
1647,15867447,2521127-17-0073.jpg,2521127-17-0074.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot better'],,"About the [unclear][/unclear] of when the war will be over. They were just if Italy should surrender + if Germany falls in the near future. As far as my personal feeling about Army life is concerned I don't like it at all. But as long as I am here I will do my best + get all the learning I can get. About Sheppard Field I think it is a pretty lousy place. For the first reason it must be run by some old Infantry man, at least it seems that way. They want us to do P.T. the same as the infantry + artillery have it. I'd think some one should tell him this is the Air Corps. That not the only thing it is the way the camp is run in general. [paragraph] I like the Air Corps as a matter of fact I think it is the best branch in the service. But not the way it is run in Sheppard Field, Texas.","About Sheppard Field??? I think it is a pretty lousy place for the first reason it must be run by some old infantry man, at least it seems that way. They want us to do P.T. the same as the infantry & artillary??? have it. [unclear][/unclear] think some one should tell??? him this is the Air Corps. That not the only thing it is the way the camp is run??? in general. I like the Air Corps as a matter of fact I think it is the best branch in the service. But not the way it is run in Sheppard Field, Texas.",,,,,,,,,
1648,15867453,2521127-17-0075.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot better'],,"I can't figure out why the government would have to build a camp on a place like it. The army is healthful but the dirt blows around here is not they should realize that and it breaks the moral a lot and its the opinion of all the boys at this field, there is not enough entertainment at this field when a soldier gets finish his duty for the day he would like to relax.",,,,,,,,,,
1649,15867456,2521127-17-0076.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,"1) I think the mess halls could be kept a little bit cleaner and also better food. 2) I can't see why a soldier, in the Air Corps on student status can't get a furlough until he is assigned which is usually 10 to 12 months.",,,,,,,,,,
1650,15867459,2521127-17-0077.jpg,2521127-17-0078.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot worse'],,  The air corps is in my estimation the best branch of the army. Their system of giving furloughs is pretty bad though. There should be a better arrangement in which men will go home in a shorter space of time than such has been the case. A furlough boosts the morale of a soldier and tends to make him a better fighting man. It also makes for a stronger home front.,Every force in the United States is dependent on one another so I say treat each in the same manner. An air corps man waits on average of nine months before he can ever see home.,,,,,,,,,
1651,15867467,2521127-17-0079.jpg,2521127-17-0080.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,"The mess halls - you have to stand in line for everything and it seems that some of it could be done away with. With two sides with tables on each we have to crowd up on one side and going out both the exits instead of one could be used. Our physical training should be used to teach us battle tactics such as judo, rifle firing and bayonet drill rather than drill and exercise in the heat when it does more harm than good. If we were given things that would actually help men in case we were attacked by an enemy using any form of weapon. When men came from civilian life and are put in the army some were already trained for something and had experience instead of putting them where they could do their most they were put in something that they were needed by the classification boards. ","When it does more harm than good. If we were given things that would actually help us in case we were attacked by an enemy using any form of weapon. When men come from civilian life and were put in the army some were already trained for something and had experience. Instead of putting them where they could their most, they were put in something that they were needed by the classification boards.",,,,,,,,,
1652,15867476,2521127-17-0081.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],"soldier crossed out ""but not furloughs""",['Things are a little worse'],,well after a soldier finishes his training and schooling why not send him to a post near his home. If that can't be done why not let him go home for a few days every two or three months.,,,,,,,,,,
1653,15867480,2521127-17-0082.jpg,2521127-17-0083.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,I believe a lot of the cases of A..W.O.L. could be stopped if soldiers were given a furlough in case of serious illness in the family. I also think a soldier should be allowed to go home in case he becomes a father. - In several cases I know of soldiers were not permited to go home even tho their wives were in dangerous condition when the child  was born. at this particular field it is necessary that the drinking water be chlorinated and during the hot months the water is almost unbearable - it seems something could be done to remedy this condition. It has always been my understanding that officers are supposed to be gentlemen - but in numerous instances in the past I have noticed some very ungentlemanly acts being committed by officers.,"was low. At this particular field it is necessary that the drinking water be chlorinated and during the hot months the water is almost unbearable, - it seems something could be done to remedy this condition. It has always been my understanding that officers are supposed to be gentlemen, - but in numerous instances in the part I have noticed some very ungentlemenly acts being committed by officers.",,,,,,,,,
1654,15867486,2521127-17-0084.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,"(92) Have seen cases where some fellow could have had a short leave and not injured the army at all, but they wouldn't give it to him. (95) Some places are over generous, and other places you can't even get a furlough or pass.",,,,,,,,,,
1655,15867492,2521127-17-0085.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,"I think the average american soldier is not given enough time for himself & should be given more. It would make him feel a whole lot better. Also I think he should be given more privileges than he has been getting, passes & furloughs help build morale at home an in camps.",,,,,,,,,,
1656,15867496,2521127-17-0086.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,I believe we will whip Germany and when this is done We must attack the Japanese mainland and whip Japan in Tokyo itself I believe in our Staffs and Generals and I know preparation takes time so I plan on another year in the army.,,,,,,,,,,
1657,15867502,2521127-17-0087.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,I think a soldier should get a furlough at least every three month even in war time except for those over seas. I lost all interest in the army because I can't get a furlough. I miss my folks at home and I would do anything to see them.,,,,,,,,,,
1658,15867507,2521127-17-0088.jpg,2521127-17-0089.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],[insertion][/insertion],"['Things are a little better, but not much']",[insertion][/insertion][unclear][/unclear],"The mess halls at this field are atrocious. There is plenty of food, but it is either cooked poorly or not enough. There is very little variety - we have eggs, potatoes & pork almost every day at breakfast time we are given only one cup of milk (whole day). We cannot get any seconds. Same is tru for lunch - no seconds. The food is so poor I havent had supper for almost a month. We had to stand on [unclear] for everything  there is no music or drinks worth having. There are two sides to a man + we are [insertion]all[/insertion] crowded into one side. [paragraph] It would be a good idea to put pitchers of milk or drink on the table then on hand barrels or other items with which the pitcher may be refilled as often as necessary. Allow seconds. [paragraph] The P.T. is for the most part uneccesary and in fact bad for the soldiers. After standing up all day in school weight an hour close order drill which is absolutely unnecessary. Few of the flight do need drilling. The calisthenics + sand run or obstacle course for one hour a day is plenty. [paragraph] The sick call in this squadron is pretty big. It is unnecessary. Most boys don't feel sick. They feel tired + unable to go out on drill field. The officers should give men permission to take a days rest when requested if the man's record is clear + he doesn't do the same thing persistently. Records can be kept of men taking a day off the same as sick call.",then is no misses or drinks with worth having. There are two set of to > ? into mind. it would be a good idea to post pictures of milk as a drink and the [unclear][/unclear] The PT is for the most part unnecessary and in ? for the soldiers. After standing up all day in ? weight an harms close order drills whinds is abosoltly uncessary. Two od rhw ? do ? drilling. The ? and ? as ?[unclear][/unclear] ,,,,,,,,,
1659,15867516,2521127-17-0090.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",I have never had a three day pass,"['Things are a little better, but not much']",,I don't think limited service men can do as much for the country in the army as they could in war work or on farms.,,,,,,,,,,
1660,15867520,2521127-17-0091.jpg,2521127-17-0092.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,"I believe in farm furloughs. I am really needed at home during harvest, but not badly enough for a farm discharge. As much as I can find out there is no legitimate way to get home this fall. There should be a psychological school for both non coms & commissioned officers to teach them to teach the men under them - rather than being dictators. This would keep down the battle between free thinking and Army thinking. In other words keep the average soldier from being a zombie.",under them - rather than being dictators. This would keep down the battle between free thinking and Army thinking. In other words keep the average soldier from being a zombie.,,,,,,,,,
1661,15867528,2521127-17-0093.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot better'],,"I'm on my own time now, & the squadrons wrong doings couldn't be put on this little space. There is no soldiers law in our outfit the moment someone says something, you wrong.",,,,,,,,,,
1662,15867532,2521127-17-0094.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"[""Don't know""]",,The army life is O.K. execpt I diden't get the job I volentered for.,,,,,,,,,,
1663,15867537,2521127-17-0095.jpg,2521127-17-0096.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,I have been in the armie almost year and am still washing pots and pans. I think that I could do some thing better for my country if I had the chance even if I am limited services. I could do more out of the armie than I am doing in. I am doing very little in the arm service to be helping [deletion][/deletion] my country win this war I could help lot more if I had my job back which is still waiting when I get out.,to be helping my country win this war. I could help lot more if I had my job back which is still waiting when I get out.,,,,,,,,,
1664,15867544,2521127-17-0097.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,There are two many of the Army rule that are not need. [paragraph] There one that I can't see through at all. That is why we have to come in 11:30 most of the boys will come in in time and it would stop alot of A.W.O.L.,,,,,,,,,,
1665,15867548,2521127-17-0098.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],I have 4 brothers in the army.,We have steady K.P. which I think is unfair. My I.q. is low but I should not be in the Air Corp instead I should be in the Infantry. K.P. is hard we are ashamed to write home and to our friends. Our officers and Non com are not treating us right. I loved the army before I came to this camp.,,,,,,,,,,
1666,15867553,2521127-17-0099.jpg,2521127-17-0100.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot worse'],,"This mess Squadron is something which should be discontinued at once. The other men besides myself think it's hell. No chance for ratings, no increase in pay. I know from experience that I can do more in some other job and many",others thinks the same I was doing more toward winning the war when I was farming than I am now. I would like the army if I could a job as in a branch of service which I liked. I would consider staying in the army after the war if I were in another branch of service. The job which I now have makes me want to go A.W.O.L. at times its just the same old racket ever day through the month.,,,,,,,,,
1667,15867563,2521127-17-0101.jpg,2521127-17-0102.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,"I think there should never be a permanent mess sqd. No soldier should be made to do K.P. permanently. Also they should let us go to reclassification but they don't. When a soldier comes into the Army I think the biggest mistake is by sending him so damn far from home. If he is classified for a certain school, well ","why don't they send him to the nearest school of which he is going which is nearer to his home. By sending a soldier far from home while he is in the states, causes a great percentage of A.W.O.L.",,,,,,,,,
1668,15867570,2521127-17-0103.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,Well at the time I am on Pemant K.P. and I think I could be a lot better to my country over seas fighting for their is so many boys laying around at this camp that they dont need permant K.P. for I had 18 month of M.P. and I think I would be a lot better,,,,,,,,,,
1669,15867574,2521127-17-0104.jpg,,A document that contains one question (Q.97),,,,,[unclear][/unclear],at M.P. then K.P. I have been at this field for over two years and havent even made P.F.C. and I havent done any thing wrong I dont see how any one can stay at one place that long and not make any thing,,,,,,,,,
1670,15867576,2521127-17-0105.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,The pay is not enough according to the living conditions for a married man.,,,,,,,,,,
1671,15867580,2521127-17-0106.jpg,2521127-17-0107.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],,The eight service command has a curfew which is all wrong it might be all wright for a bunch of boy scouts to have to get in at a certain time. As long as a man conducts him self as a solder as able to do his job there should be no reason for a curfew. I am a cook on this field and after all the solder depends on a cook more so than a [unclear][/unclear] for his existence so why should we be treated like a bunch of dogs with long hours with a very few [unclear]nothing[/unclear]. In other outfits they are treated like kings but they sure as hell are not on this field.,hours with a very few nothing. In other outfits they are treated like kings but they sure as hell are not on this field.,,,,,,,,,
1672,15867590,2521127-17-0108.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"My family lives on a farm. Trying to help the war fare a great deal, but for the past time I have been reining in the service they cannot get any body to help on the farm. I thank farm is one of the most ensentle posts playing in the service.",,,,,,,,,,
1673,15867596,2521127-17-0109.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],,I think there should be something done about the striks at the gold mines & other places when there is boys loseing their lives in the war over seas them boys would gladly trade jobs with them,,,,,,,,,,
1674,15867601,2521127-17-0110.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],,"I would like to make s statement. I have been having a sore back since 1938 and I've heard that the Army of the U.S. had the best doctors. As I don't doubt, but as for me I haven't seen any doctor whose done anything for me. I've been suffering for a long time, and been complaining, but to no improvement, and I would like to have something done in order to have disabled men ...",,,,,,,,,,
1675,15867607,2521127-17-0111.jpg,,A document that contains one question (Q.97),,,,,taken care of the way they're supposed to be taken care of. or we won't have much of an Army. And they should give a good more [deletion][/deletion] complete + right examination before [unclear]entering[/unclear] the Army. I told them about my back and they didn't pay any attention to me. So here I am [unclear]been[/unclear] suffering and can't make any kind of a Soldier. So I would do better in a war industry. A bad back is very Serious [unclear]in[/unclear] the Army because everybody has to have a good strong back + a strong body to do everything [unclear]we're[/unclear] supposed to do.,"taken care of the way they're supposed to be taken care of. or we won't have much an Army. And they should give a good more [deletion][/deletion] complete & right examination before entering the Army. I told them about my back and they didn't pay any attention to me. So here I am been suffering and can't make any kind of a soldier. So I would do better in a war industry. A bad back is very serious in the Army because everybody has to have a good strong back & a strong body, to do everything he's supposed to do. ",,,,,,,,,
1676,15867610,2521127-17-0112.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],I don't use them.,['Things are a lot worse'],in my own family,"I think that furloughs should be given every six months while a soldier is in training in this country and in combat they should be given when ever possible, every three months if possible. These passes are not too good at times it distracts the mind of the soldier, specially when some of the towns around the camp have very little to offer but VICE. [unclear][/unclear] the soldiers more day rooms with some equipment and they will will stay in the Camp area",,,,,,,,,,
1677,15867613,2521127-17-0113.jpg,2521127-17-0114.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,"I was with an outfit in an Anti Aircraft outfit which was a crack outfit. When something was to be done it was done with precision. Also the Non-Coms ran it and they were in there pitching with the men. We had duty hours and they were run off line clock work. No standing around waiting for something to do. They were respected and orders followed out. It was a pleasure to work with an outfit like that. They were one for all and all for one. Since I have  TRANSFERED TO THE AIR FORCE [unclear][IF?] HASN""T BEEN ANYTHING LIKE IT. AT THIS FIELD IT IS DISORGANIZED AND RUN LIKE A FOOTBALL TEAM WITH OUT ANY COACHING. THEY DON'T MEAN WHAT THEY SAY. DON'T KEEP THERE PROMISES, NON-COMS. HAVE THE [unclear][ATTITUDE?] OF DON'T GIVE [unclear][ADAMIC?]. KEEP YOU STADING AROUND FOR HOURS ON END JUST FOR THE SAKE OF KEEPING YOU THERE. IN OTHERWORDS NO CLOCK LIKE PRECISION RUN THERETIME INTO YOUR OWN TIME. CAN’T TAKE A [unclear] [SON BATLT?] UNLESS YOU HAVE A ‘T’ SHIRT, TRUNKS AND SHOES ON. I THOUGHT THIS WAS A MAN’S ARMY. BEING IN A CRACK OUTFIT BEFORE AND COMING TO AN OUTFIT SUCH AS THIS. I JUST CAN’T EXPRESS MY FEELINGS TOWARDS IT. I WANT TO BE WITH AN OUTFIT THAT IS REALLY RUN WELL AND DISCIPLINED. IT MAY SOUND FUNNY BUT YOU GET A BIG KICK OUT OF WORKING TOGETHER INSTEAD OF ADAINST ONE AND OTHER. THESE ARE JUST A FEW COMMENTS, BUT THERE ARE MORE BY THE HUNGRED’S I COULD STATE. ONE MORE THAT IS IMPOTANT CAN’T WASH CLOTHES OUT IN BARRACKS. ONE CORE [UNCLEAR] A WEEK, SWEAS AND DIRT COINGES AND DO THEY STINK AFTER A WEEK. THIS IS A POST RULE. HAS OFTEN BEEN REFERRED TO ASA CONCENTRATION CAMP. ","Transfered to the Air Force it hasn't seen anything like it. At this field it is disorganized and run like a football team with out any coaching. They don't mean what they say, don't keep there promises, nom-coms have the attitude of don't give a damn. Keep you stading around for hours on end just for the sake of keeping you there. In other words no clock like precision run there time into your own time. Can't take a son bath unless you have a ""T shirt, trunks, and shoes on. I thought this was a man's army. Being in a crack outfit before and coming to an outfit seen as this. I just can't express my feeling towards it. I want to be with an outfit that is really run well and disciplines. It make sound funny but you get a big kick out of it working together instead of against one another. These are just a few comments, but there are more by the hundreds I could state. One more that is important can't wash clothes out in barracks. One coveral a week, sweat and dirt clinges and do they stink after a week. This is a post rule. Has often been refeared to as a concentration camp.",,,,,,,,,
1678,15867622,2521127-17-0115.jpg,2521127-17-0116.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,"I think a soldier should be able to get a furlough at least every six months. Some of the food is pretty bad. You should get some better ratings than you get now. I attended a school which formerly gave sergeant stripes now they PFC. I was supposed to get sergeant from the school but will probably get corporal, Schools, with a  a shorter period of training are getting better ratings than those of a longer period.",a shorter period of training are getting better ratings than those of a longer period.,,,,,,,,,
1679,15867629,2521127-17-0117.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,I think the chow here is poor except when a general comes on the field. I think one should have a furlough every 6 months regardless as to what he is doing.,,,,,,,,,,
1680,15867633,2521127-17-0118.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"I think we should always get furloughs after six months, even though we are in school. Another thing we soldiers are men, and we naturally dislike being treated like a bunch of kids as we always are. I have been in six months, and have never had a pass for over 12 hours. Is that fair? A friend of mine was in three months and got a furlough. Why can't I get a pass? Another thing I don't like is the grading ",,,,,,,,,,
