,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
2137,2137,mind,name,0.803538978099823,rest,0.7549617290496826,rules,0.7526870965957642
169,169,angryatofficers,soldier deposits,0.803517758846283,job turnover,0.7727552056312561,homefront,0.7557091116905212
355,355,battery,savings,0.8032962679862976,orientation,0.798593282699585,rotation,0.7879174947738647
1506,1506,greaterincome,job satisfaction,0.8031856417655945,job preference,0.7847608327865601,morale,0.7768756151199341
1902,1902,leavewithoutpay,job turnover,0.8031067252159119,returnees,0.7977257370948792,war bonds,0.7767546772956848
1947,1947,lifestyles,pacific toughness,0.8030306696891785,war news,0.7855184078216553,radio listening habits,0.782788872718811
3048,3048,retainment,business ownership,0.8029398918151855,discharge,0.764980137348175,transfer account plan,0.7647324204444885
2611,2611,penalty,rules,0.8028920292854309,discharge,0.780578076839447,promotion,0.7673571705818176
1474,1474,goodmanagement,preparedness,0.8028788566589355,leadership,0.7942048907279968,job preference,0.7637314796447754
1455,1455,goarmy,live talen,0.8028649091720581,returnees,0.802168607711792,yank,0.7891740798950195
838,838,crying,fighting facts,0.8028304576873779,food,0.8009458780288696,soldier deposits,0.7806534767150879
3562,3562,tours,magazines,0.8027724623680115,promotions,0.7981429696083069,training,0.7956694960594177
2020,2020,maintain,training,0.8027700185775757,ups,0.7973953485488892,morale,0.7746222019195557
118,118,airplaneplant,equipment,0.8026813268661499,post exchanges,0.7684181928634644,separation centers,0.7521489858627319
2065,2065,mechanicschool,officer training,0.8025895357131958,mess hall,0.7871792912483215,rec centers,0.7824077606201172
1951,1951,limited,orientation,0.8025863170623779,company,0.7831870317459106,mission,0.7787253856658936
19,19,30daywonder,job turnover,0.8025776147842407,returnees,0.7876893281936646,soldier deposits,0.7799060344696045
3381,3381,stayarmy,returnees,0.8025362491607666,soldier deposits,0.7556978464126587,surrender,0.7366403937339783
656,656,civilservant,service personnel,0.802505612373352,military police,0.7589635252952576,personal services,0.7146258354187012
2668,2668,poem,brief,0.8024165034294128,publications,0.7956979870796204,headquarters,0.7830337882041931
3741,3741,valuabletime,limited assignments,0.8023825287818909,pacific toughness,0.7558117508888245,job satisfaction,0.746610701084137
3274,3274,smart,efficiency,0.8023651838302612,ups,0.7970987558364868,yank,0.7945559620857239
3447,3447,supplementarypay,conscription,0.8023267388343811,officer training,0.7705029845237732,service personnel,0.7618657946586609
1701,1701,indian,japanese,0.8022820949554443,japan,0.7992217540740967,headquarters,0.7638439536094666
335,335,badpaysystem,transfer account plan,0.8022781014442444,morale program,0.7752118110656738,pacific toughness,0.7599642872810364
1331,1331,foreigninterest,war bonds,0.8022778034210205,german clothing,0.7854358553886414,overseas combat,0.7694569230079651
3036,3036,resetcamps,post exchanges,0.8022462725639343,pows,0.7909705638885498,separation centers,0.7712472081184387
2877,2877,quickly,brief,0.8022112250328064,yank,0.8018160462379456,headquarters,0.7857016324996948
2279,2279,newbeginnings,fighting facts,0.8021378517150879,limited assignments,0.781114935874939,postwar opportunities,0.7669012546539307
1021,1021,draftees,draft,0.8021254539489746,veterans,0.7582879066467285,doctors,0.7138579487800598
2013,2013,mad,yank,0.8020628094673157,duty,0.7971627116203308,ups,0.7805931568145752
32,32,5dollarwords,1 in 10 rations,0.8020140528678894,gi bill,0.7767377495765686,savings,0.7592177391052246
1768,1768,intriguearmy,combat stress,0.8020029664039612,fighting facts,0.7974590063095093,preparedness,0.7869865894317627
2746,2746,powertrip,combat stress,0.8019725680351257,efficiency,0.7875082492828369,food,0.7874828577041626
2290,2290,newideas,fighting facts,0.8019634485244751,postwar opportunities,0.7844572067260742,program preferences,0.7595510482788086
342,342,barbershops,medical care,0.8018814921379089,rec centers,0.7981165647506714,patient care,0.7556300759315491
3550,3550,toolmaker,goldbricking,0.8018684983253479,separation centers,0.7950692772865295,transfer account plan,0.7758936882019043
1198,1198,fairytale,homefront,0.8018566966056824,soldier deposits,0.7823811173439026,job turnover,0.7583984136581421
3174,3174,selflessservice,preparedness,0.8018159866333008,pacific toughness,0.7704718112945557,confidence in troops,0.7503650784492493
594,594,changethemilitary,confidence in troops,0.8017444014549255,length of war,0.7834709286689758,military police,0.7762670516967773
1467,1467,goodcitizen,soldier deposits,0.8017045855522156,fighting facts,0.776832103729248,morale,0.7662463188171387
2761,2761,prepare,training,0.8016728162765503,evaluation,0.7710230946540833,rotation,0.7679207921028137
2059,2059,mastersdegree,courses,0.801662027835846,induction,0.7176687717437744,officer training,0.7084164023399353
2269,2269,negrosoldier,soldier deposits,0.80158531665802,army living,0.777216374874115,veterans,0.7736020684242249
2632,2632,physical,combat,0.8015597462654114,recreation,0.7749235033988953,rotation,0.7681677937507629
1596,1596,highrank,civilian skills,0.8015068769454956,section chief,0.7959321737289429,headquarters,0.7868045568466187
2090,2090,medschool,rec centers,0.801493227481842,patient care,0.779962956905365,military police,0.740506649017334
2056,2056,marriedwomen,marital status,0.8014156818389893,veterans,0.774125337600708,minorities,0.7614160180091858
3656,3656,unequalpay,job preference,0.8014155030250549,job satisfaction,0.7840384840965271,war bonds,0.7714778184890747
3355,3355,stable,racial,0.8013833165168762,rotation,0.7969840168952942,ups,0.793563961982727
233,233,armymedic,army insurance,0.8013734817504883,army living,0.7935401797294617,military police,0.7878754734992981
1548,1548,hard,sex,0.801353931427002,yank,0.7780916094779968,duty,0.7675719261169434
2534,2534,outdoors,recreation,0.8013480305671692,headquarters,0.7802830338478088,discipline,0.7765786051750183
1494,1494,governmenttime,civilian skills,0.8013076782226562,radio listening habits,0.7937223315238953,leisure time,0.7826510667800903
3212,3212,settlinginlife,fighting facts,0.8013011813163757,us in the world,0.7668023705482483,pacific toughness,0.7568540573120117
2364,2364,nonracist,blacks,0.8012949824333191,noncoms,0.7763671875,german clothing,0.7637947797775269
531,531,c-rations,rations,0.8012735247612,v-e day,0.7493273615837097,pows,0.7002654075622559
3624,3624,trust,duty,0.8012678623199463,enemies,0.7866515517234802,rules,0.767544686794281
589,589,changeinleadership,leadership,0.8012296557426453,retraining,0.7748878598213196,media influence,0.729175865650177
391,391,betterfuture,opinion of tomorrow,0.801173985004425,postwar opportunities,0.751407265663147,job preference,0.7260017991065979
411,411,bidingtime,fighting facts,0.8011459708213806,preparedness,0.7905376553535461,retraining,0.7680149078369141
14,14,2childrenplus,children,0.8011196851730347,savings,0.743664026260376,supplies,0.734950602054596
2714,2714,postalsection,post exchanges,0.8011071085929871,section chief,0.791391909122467,ward information,0.781826376914978
1444,1444,give,yank,0.8011021018028259,rotation,0.7730736136436462,training,0.757373571395874
2529,2529,originalplans,base units,0.8009954690933228,army talks,0.7772943377494812,gi bill,0.7769334316253662
2887,2887,racerelations,civilian skills,0.8009901642799377,mental health,0.7890051603317261,job evaluation,0.7824220657348633
882,882,delayedplans,limited assignments,0.8009780645370483,base units,0.794947624206543,censorship,0.7775564193725586
688,688,college,headquarters,0.80096036195755,recreation,0.7884117364883423,training,0.770402193069458
2669,2669,poetry,publications,0.8008806705474854,childhood,0.7584102749824524,magazines,0.7470626831054688
2580,2580,partiality,program preferences,0.8008366823196411,fighting facts,0.7752426862716675,job preference,0.7683898210525513
1214,1214,famous,headquarters,0.8008337616920471,name,0.8007816076278687,veterans,0.757801353931427
1388,1388,funds,supplies,0.8007931709289551,transfer account plan,0.7658637166023254,savings,0.76288902759552
3509,3509,temporarywork,equipment,0.8007327914237976,limited assignments,0.7829198837280273,officer training,0.7708263397216797
2974,2974,redtape,censorship,0.8006218075752258,war bonds,0.8001053929328918,fighting facts,0.7888647317886353
1565,1565,hatethearmy,confidence in troops,0.8005127906799316,fighting facts,0.7806146740913391,soldier deposits,0.7794609069824219
1877,1877,law,business,0.8004981279373169,education,0.7607173323631287,housing,0.7581392526626587
2348,2348,nointerestinmilitary,political views,0.800472617149353,opinion of allies,0.7838494181632996,length of war,0.7653363943099976
3647,3647,undisclosed,draft,0.8004419207572937,mission,0.7905781269073486,orientation,0.7799981236457825
678,678,cluelessofficer,soldier deposits,0.8003672361373901,job turnover,0.7559065818786621,vindictiveness,0.7505276203155518
679,679,coaches,doctors,0.8003464937210083,women,0.7507637739181519,officers,0.7349827885627747
3833,3833,wasteofresources,equipment,0.8001514673233032,separation centers,0.7994588017463684,ward information,0.7788480520248413
532,532,cadre,base units,0.8001219630241394,section chief,0.7962706089019775,soldier deposits,0.7786684036254883
2077,2077,medicaldischarge,discharge,0.8001148700714111,service personnel,0.7971816062927246,medical care,0.7522925138473511
862,862,decency,preparedness,0.8000972270965576,morale,0.7647535800933838,pride in outfit,0.7588306665420532
293,293,athletictype,civilian skills,0.8000501990318298,job preference,0.7811722755432129,radio listening habits,0.7658689022064209
1123,1123,entitled,publications,0.8000273108482361,orientation,0.7915781736373901,opinions,0.7771023511886597
1434,1434,gettingout,fighting facts,0.7999491691589355,soldier deposits,0.7504681348800659,training,0.7500309944152832
2484,2484,oldlife,fighting facts,0.7999265789985657,civilian skills,0.7820277810096741,job preference,0.7805913090705872
397,397,betterment,morale,0.7998947501182556,preparedness,0.7920976281166077,food,0.7735531330108643
968,968,dislikesarmy,opinion of allies,0.7998843789100647,political views,0.7881351113319397,confidence in troops,0.7316913604736328
3488,3488,taxationistheft,fighting facts,0.7998568415641785,combat stress,0.7886441946029663,war bonds,0.7834630012512207
3681,3681,union,headquarters,0.799834668636322,training,0.7915955185890198,morale program,0.7757382392883301
1935,1935,lifeafterwar,length of war,0.7998101711273193,prosecution of the war,0.7504152655601501,postwar world,0.7465521097183228
1782,1782,island,headquarters,0.7998011708259583,mission,0.7826341390609741,name,0.7677527666091919
1549,1549,hardknocks,yank,0.7997103333473206,homefront,0.7835004329681396,job turnover,0.7611335515975952
1544,1544,happy,aggression,0.7996922135353088,food,0.7961271405220032,soldier deposits,0.7834060192108154
3264,3264,slave,clothing,0.799536943435669,soldier deposits,0.7989339828491211,job turnover,0.782717227935791
1487,1487,governmentaid,civilian skills,0.7993935942649841,war bonds,0.7884700894355774,military police,0.7838835120201111
3636,3636,unclesam,soldier deposits,0.7993865013122559,job turnover,0.760616660118103,yank,0.7558755278587341
2486,2486,oldmen,fighting facts,0.7993550896644592,soldier deposits,0.7773756384849548,magazines,0.7757713794708252
3560,3560,tour,promotions,0.799318790435791,mission,0.7745547890663147,training,0.7608413100242615
980,980,dissatisfied,opinions,0.7992948889732361,postwar,0.780055046081543,orientation,0.763759195804596
1516,1516,gripes,fighting facts,0.7992807626724243,goldbricking,0.7761850357055664,soldier deposits,0.7721338272094727
3504,3504,techschool,courses,0.7992377281188965,morale program,0.7969960570335388,rec centers,0.7882430553436279
3051,3051,retired,doctors,0.799075186252594,draft,0.75184565782547,women,0.7487416863441467
3288,3288,socialwork,education,0.7990253567695618,mental health,0.7931654453277588,job evaluation,0.7725333571434021
1812,1812,joboppertunity,job satisfaction,0.7990104556083679,job turnover,0.7716362476348877,pacific toughness,0.7488402128219604
3090,3090,rots,censorship,0.7988835573196411,goldbricking,0.7856504321098328,job turnover,0.7831924557685852
1381,1381,fruitfarm,army films,0.7988736033439636,rec centers,0.7868548035621643,equipment,0.7748730778694153
553,553,capable,efficiency,0.7988408803939819,orientation,0.7838211059570312,rotation,0.7659695148468018
1041,1041,dumbgovernment,civilian skills,0.7987617254257202,pacific toughness,0.7946731448173523,gi bill,0.7759753465652466
1687,1687,incompetentleadership,enemy vindictiveness,0.7987327575683594,vindictiveness,0.7901920080184937,retraining,0.6963916420936584
334,334,badpay,job turnover,0.7986928820610046,fighting facts,0.7918798327445984,job preference,0.7903391122817993
1602,1602,hollywood,honolulu,0.7986608147621155,magazines,0.777610182762146,headquarters,0.7664336562156677
148,148,americancitizen,soldier deposits,0.7986032366752625,veterans,0.7903822064399719,war bonds,0.768324613571167
2797,2797,privates,civilian skills,0.7985897660255432,ncos,0.7974912524223328,officers,0.7931081652641296
1325,1325,footsoldiers,infantry,0.7984300255775452,officer training,0.7516850829124451,service personnel,0.7314160466194153
612,612,chilren,live talen,0.7983883619308472,malary,0.789370596408844,noncoms,0.7824708223342896
2628,2628,phonebooth,radio listening habits,0.7983331680297852,job turnover,0.7672138810157776,separation centers,0.7605835199356079
3240,3240,signalcorps,military police,0.7982959747314453,service personnel,0.7951858043670654,officer training,0.7593094110488892
3245,3245,singalcorps,military police,0.7982959747314453,service personnel,0.7951858043670654,officer training,0.7593094110488892
685,685,colby,yank,0.7982409000396729,rules,0.7817952036857605,food,0.7718136310577393
496,496,brokenpromises,limited assignments,0.7982318997383118,enemies,0.7626445293426514,war bonds,0.7535162568092346
2436,2436,noworkweekend,time off,0.798086941242218,job turnover,0.767186164855957,leisure time,0.7507786154747009
825,825,coverpage,gi bill,0.7979550957679749,headquarters,0.780891478061676,job turnover,0.7802046537399292
3378,3378,stations,redistribution stations,0.7978677749633789,dischargees,0.7115181684494019,post exchanges,0.7038030624389648
2448,2448,off,headquarters,0.7978118658065796,training,0.7803346514701843,yank,0.7788889408111572
2880,2880,quinine,pacific toughness,0.7977818846702576,goldbricking,0.7838115692138672,live talen,0.7795077562332153
668,668,cleanliness,preparedness,0.7976862788200378,pride in outfit,0.7651045322418213,morale,0.7540826201438904
1317,1317,food-shortages,censorship,0.7976713180541992,food,0.7962642312049866,living conditions,0.7916603684425354
1988,1988,longlines,limited assignments,0.7976565361022949,pacific toughness,0.7671272158622742,soldier deposits,0.7497148513793945
3953,3953,yearly,brief,0.7976121306419373,publications,0.7876023054122925,orientation,0.7824326753616333
2434,2434,nowars,combat stress,0.7974607944488525,fighting facts,0.789016842842102,limited assignments,0.7883354425430298
2788,2788,prisoner,barracks,0.7974321842193604,civilians,0.7691041231155396,pows,0.7682704925537109
603,603,chemicalengineering,chemical warfare,0.7973853945732117,education,0.7711448073387146,job evaluation,0.7298701405525208
954,954,discouraged,censorship,0.7973247170448303,discipline,0.7932406067848206,headquarters,0.7851973176002502
3634,3634,uncleanliness,enemy vindictiveness,0.7972613573074341,vindictiveness,0.7849506139755249,pride in outfit,0.7257533073425293
2189,2189,morebreaks,limited assignments,0.797226071357727,food,0.7623538970947266,savings,0.749533474445343
3920,3920,workisgood,job satisfaction,0.7971979379653931,job turnover,0.7508339881896973,radio listening habits,0.7432547211647034
3326,3326,southerncalifornia,alaska,0.7971895337104797,sw pacific,0.7254536747932434,pacific toughness,0.6593455076217651
2007,2007,lumberjack,goldbricking,0.797061562538147,soldier deposits,0.7923954129219055,job turnover,0.7652406692504883
898,898,dependents,noncoms,0.7970285415649414,program preferences,0.7906243801116943,efficiency,0.7366727590560913
2175,2175,modern,attitudes,0.7969406843185425,combat,0.79164719581604,postwar,0.7878379225730896
3916,3916,workingharder,fighting facts,0.7969129085540771,job preference,0.7727136611938477,job turnover,0.7675537467002869
3328,3328,southerner,soldier deposits,0.796798050403595,pacific toughness,0.7778736352920532,goldbricking,0.7677247524261475
1151,1151,europeantheater,army films,0.7965956330299377,german radio,0.7808889746665955,pacific toughness,0.7670961022377014
2481,2481,older,orientation,0.7965441346168518,ups,0.7813538312911987,postwar,0.772992730140686
1020,1020,draftee,draft,0.7965002655982971,veterans,0.717606246471405,service personnel,0.6850444078445435
3657,3657,unequalrations,combat stress,0.7964907288551331,limited assignments,0.7950567007064819,war bonds,0.7861865162849426
1899,1899,leaves,opinions,0.796478271484375,rules,0.792603075504303,supplies,0.7777079343795776
2141,2141,minnesota,alaska,0.7964338064193726,doctors,0.7632547616958618,honolulu,0.7615595459938049
2665,2665,playboys,magazines,0.7964205145835876,ncos,0.7680661678314209,soldier deposits,0.7677003145217896
1680,1680,improvingthearmy,confidence in troops,0.7964026927947998,prosecution of the war,0.7738361358642578,morale,0.7542793154716492
2278,2278,newarmy,army talks,0.7963836193084717,infantry,0.7561531662940979,military police,0.7524467706680298
1776,1776,involved,discipline,0.7963333129882812,mission,0.7779417634010315,rules,0.7741672396659851
1576,1576,heat,discipline,0.796305239200592,housing,0.7628569006919861,rules,0.7574600577354431
164,164,ammunitioncompany,infantry,0.7962512969970703,officer training,0.7893207669258118,base units,0.773788332939148
574,574,cavalryrulesinfantrydrools,pacific toughness,0.7962066531181335,gi bill,0.7938071489334106,goldbricking,0.7906760573387146
41,41,aaf,wac,0.7961570024490356,ups,0.763175904750824,yank,0.7422995567321777
2725,2725,postwarcondtitions,postwar expectations,0.7960790395736694,postwar opportunities,0.7782214283943176,postwar world,0.7514961957931519
1339,1339,forests,housing,0.7960435152053833,censorship,0.7934264540672302,decorations,0.7930693626403809
1484,1484,goodtreatment,limited assignments,0.7959967255592346,preparedness,0.7869905233383179,patient care,0.7706282734870911
2855,2855,q49,k rations,0.7959164977073669,rules,0.7718064188957214,ups,0.767126202583313
1149,1149,eto,usos,0.7959031462669373,soldier deposits,0.7792367935180664,yank,0.776239812374115
1396,1396,future,postwar expectations,0.7958160638809204,postwar opportunities,0.7905765175819397,training,0.7682241797447205
3492,3492,taxreturns,transfer account plan,0.7957096695899963,program preferences,0.7806244492530823,war bonds,0.7797353863716125
1564,1564,hatesin,combat stress,0.7957002520561218,fighting facts,0.7894696593284607,soldier deposits,0.7726929783821106
417,417,bigplans,fighting facts,0.7956636548042297,limited assignments,0.7818318605422974,radio listening habits,0.7494968771934509
1364,1364,fraternity,recreation,0.7956264615058899,rotation,0.7585951685905457,training,0.7546891570091248
2531,2531,othersfirst,brief,0.7956254482269287,fighting facts,0.7839186191558838,limited assignments,0.7798660397529602
2349,2349,nojob,job turnover,0.7955647706985474,limited assignments,0.7683442831039429,soldier deposits,0.7501903176307678
2907,2907,radiobiz,live talen,0.7954434156417847,radio listening habits,0.7847987413406372,war news,0.7839878797531128
2961,2961,recommendations,publications,0.7954413294792175,program preferences,0.7710055708885193,supplies,0.7698861956596375
154,154,americanlegion,army insurance,0.7954387664794922,veterans,0.7646291255950928,overseas combat,0.7469368577003479
527,527,busywork,job preference,0.7953468561172485,limited assignments,0.7947586178779602,time off,0.7601286172866821
128,128,allamry,live talen,0.7952725291252136,soldier deposits,0.7895662784576416,malary,0.7805123925209045
2605,2605,pays,ups,0.795260488986969,orientation,0.7782329320907593,rations,0.7686650156974792
2002,2002,lowmorale,morale,0.7952290773391724,enemy atrocities,0.7822754383087158,morale program,0.7811494469642639
26,26,44threservecorp,infantry,0.7951207756996155,overseas combat,0.7775183916091919,forward areas,0.7350420951843262
1277,1277,financialaid,medical care,0.7950671911239624,morale,0.7675735950469971,patient care,0.7640383243560791
1117,1117,enlistmentchoice,officer training,0.7950275540351868,service personnel,0.7771419286727905,morale program,0.7726490497589111
2810,2810,production,entertainment,0.7949552536010742,mission,0.7603867053985596,promotions,0.7563062906265259
1763,1763,interrupted,brief,0.7949472665786743,yank,0.7819495797157288,training,0.765200674533844
181,181,antiwar,postwar expectations,0.7949205636978149,war bonds,0.7882764339447021,war industries,0.7710239291191101
2647,2647,pipedreams,fighting facts,0.794806718826294,homefront,0.7927968502044678,radio listening habits,0.7886530160903931
626,626,city,headquarters,0.7947627902030945,honolulu,0.7754111886024475,mission,0.7478466033935547
3904,3904,wonder,yank,0.7947604656219482,enemies,0.7866356372833252,orientation,0.7788152694702148
1904,1904,leavingarmy,army living,0.7946848273277283,army talks,0.7749629020690918,soldier deposits,0.7562031149864197
2081,2081,medicalresidency,hospitalization,0.7946847081184387,housing,0.7805333733558655,officer training,0.7723293900489807
924,924,dieselwork,equipment,0.7946768403053284,separation centers,0.7592884302139282,officer training,0.7404666543006897
1328,1328,foreign,housing,0.7946301698684692,foreign policy,0.7648133635520935,overseas combat,0.756083071231842
1255,1255,field,discipline,0.7946057319641113,doctors,0.7465468645095825,recreation,0.7445672154426575
274,274,artist,doctors,0.7945531606674194,veterans,0.7726099491119385,discipline,0.7334296703338623
3610,3610,troopships,war bonds,0.794529139995575,post exchanges,0.7832671403884888,officer training,0.7752184271812439
1867,1867,landscape,recreation,0.7945037484169006,orientation,0.7706418037414551,segregation,0.7666108012199402
2285,2285,newfuture,opinion of tomorrow,0.794439971446991,postwar opportunities,0.777681291103363,postwar world,0.7590823173522949
1924,1924,liar,soldier deposits,0.794427216053009,yank,0.7807725667953491,name,0.7668112516403198
2426,2426,notstayinginmilitary,army living,0.7944101095199585,civilian skills,0.7778311967849731,limited assignments,0.7755036354064941
336,336,badservice,limited assignments,0.7943939566612244,combat stress,0.7734360694885254,job satisfaction,0.7685138583183289
700,700,combat-readiness,overseas combat,0.7942902445793152,preparedness,0.7746260762214661,infantry,0.7440230250358582
3314,3314,soldiersspouses,service personnel,0.7941586971282959,veterans,0.7748373746871948,pows,0.7738001346588135
1863,1863,lackofseriousness,pride in outfit,0.7938563823699951,vindictiveness,0.7922117710113525,job satisfaction,0.7700755000114441
1575,1575,heart,name,0.7938499450683594,rest,0.7478858828544617,rules,0.74467933177948
2433,2433,nowar,combat stress,0.7937222719192505,fighting facts,0.7926644086837769,length of war,0.7869912385940552
1002,1002,domestic,allies,0.7933560013771057,discipline,0.7901972532272339,doctors,0.7732499241828918
1767,1767,interviews,political views,0.7933187484741211,publications,0.7922231554985046,radio listening habits,0.7511680126190186
1058,1058,economics,business,0.79325932264328,education,0.7892500162124634,evaluation,0.7551119923591614
3211,3211,settlingdown,fighting facts,0.7931954264640808,food,0.7845327258110046,training,0.7786384224891663
3527,3527,thestrong,aggression,0.7931599020957947,fighting facts,0.7928042411804199,soldier deposits,0.7775660753250122
2402,2402,noteamwork,limited assignments,0.7931165099143982,pacific toughness,0.7789045572280884,job turnover,0.7669047117233276
2113,2113,mexico,italy,0.793075442314148,germany,0.781616747379303,japan,0.7577512860298157
791,791,construction,equipment,0.7930427193641663,recreation,0.7780168056488037,supplies,0.7769379615783691
543,543,campfunston,rec centers,0.7929421663284302,noncoms,0.7652111053466797,morale program,0.7554652690887451
514,514,bullgang,soldier deposits,0.7927680611610413,army talks,0.7820051908493042,combat stress,0.7747166752815247
555,555,car,food,0.7927488088607788,name,0.7756097316741943,supplies,0.7559128999710083
1936,1936,lifechange,business ownership,0.7927353382110596,living conditions,0.788672685623169,media influence,0.7835708260536194
3845,3845,weather,censorship,0.792728841304779,food,0.7916351556777954,rules,0.7741742134094238
617,617,choose,name,0.7926899790763855,returnees,0.7798931002616882,rules,0.7615033388137817
1399,1399,futuregenerations,postwar opportunities,0.7926896810531616,postwar expectations,0.7844986915588379,us in the world,0.7652572393417358
659,659,civllianlife,pacific toughness,0.7926889061927795,malary,0.756419837474823,noncoms,0.7530933022499084
824,824,courtmarshal,section chief,0.7926589250564575,soldier deposits,0.7583770155906677,mess hall,0.7420591711997986
999,999,dogs,children,0.7926384806632996,officers,0.7910851240158081,veterans,0.7839115858078003
1104,1104,english,japanese,0.792625367641449,civilian skills,0.7525854706764221,food,0.7502431273460388
1696,1696,independence,conscription,0.7926241159439087,segregation,0.7870883941650391,surrender,0.7660127878189087
879,879,dehumanization,retraining,0.792435884475708,redeployment,0.7251999378204346,preparedness,0.6830706000328064
3239,3239,signalcompany,army insurance,0.7924339175224304,equipment,0.7879003286361694,post exchanges,0.7750969529151917
2109,2109,metacommentary,noncoms,0.7924286127090454,pacific toughness,0.7774969339370728,preparedness,0.7763502597808838
743,743,commitemettowife,confidence in ship,0.7924238443374634,confidence in troops,0.7828373908996582,preparedness,0.7788498401641846
3374,3374,stateside,homefront,0.7923981547355652,headquarters,0.7882789373397827,soldier deposits,0.7867980599403381
2162,2162,missionready,combat stress,0.792351484298706,mission,0.7872022986412048,soldier deposits,0.7696269750595093
3232,3232,shouldbefine,name,0.7923433184623718,yank,0.7883037328720093,rules,0.7749313116073608
3394,3394,stillfighting,fighting facts,0.792337954044342,soldier deposits,0.7757440209388733,combat stress,0.7221609950065613
1507,1507,greatestgeneration,name,0.7921888828277588,soldier deposits,0.7811058163642883,returnees,0.7693893909454346
3772,3772,vjday,v-e day,0.7920974493026733,war week,0.7321144342422485,program preferences,0.7021147012710571
3294,3294,soldering,goldbricking,0.7919939160346985,separation centers,0.7822052836418152,training,0.7395429015159607
2390,2390,norwegian,japanese,0.7919808626174927,orientation,0.7430858016014099,japan,0.7355121970176697
155,155,americannews,war news,0.791843056678772,newsmaps,0.7338566184043884,german radio,0.686396062374115
1662,1662,idon,live talen,0.7917953133583069,usos,0.7676443457603455,yank,0.7552481889724731
2892,2892,racial-segregation,segregation,0.7917616963386536,war bonds,0.7269222140312195,postwar opportunities,0.7225340604782104
2292,2292,newlife,fighting facts,0.7917114496231079,postwar opportunities,0.7913699746131897,homefront,0.7704004049301147
1942,1942,lifeofasolider,confidence in ship,0.791668176651001,pacific toughness,0.7796228528022766,length of war,0.7776820659637451
2545,2545,overflow,dischargees,0.7916668653488159,separation centers,0.7889091968536377,limited assignments,0.7631348371505737
138,138,almostanofficer,soldier deposits,0.7914146184921265,pacific toughness,0.7601101398468018,section chief,0.7582401633262634
3291,3291,sodas,food,0.7913617491722107,magazines,0.7661271095275879,radio listening habits,0.765341579914093
2067,2067,medal,induction,0.7913156151771545,mission,0.78557288646698,orientation,0.7656469941139221
3135,3135,savelifes,fighting facts,0.7912288308143616,working with civilians,0.7606932520866394,soldier deposits,0.7603439092636108
99,99,agriculture,housing,0.7912277579307556,equipment,0.7205004692077637,food,0.7144341468811035
2258,2258,needmoney,job turnover,0.7911277413368225,food,0.7766081690788269,job preference,0.7587334513664246
1221,1221,farmers,housing,0.7910978198051453,civilians,0.7601068615913391,doctors,0.7591213583946228
2277,2277,new,discipline,0.7910935878753662,rules,0.7810344696044922,headquarters,0.7669506669044495
2674,2674,pointsysten,pacific toughness,0.7910920977592468,separation centers,0.7824829816818237,goldbricking,0.7712263464927673
1476,1476,goodpay,job satisfaction,0.7910377383232117,job turnover,0.7858918309211731,savings,0.7669866681098938
1508,1508,greatsurvey,gi bill,0.7909667491912842,british papers,0.779370903968811,goldbricking,0.7714423537254333
2697,2697,poormanagement,job evaluation,0.7909510731697083,preparedness,0.7796023488044739,job satisfaction,0.7645123600959778
2690,2690,poor,adjustment,0.7908774614334106,headquarters,0.7768466472625732,food,0.7643565535545349
1939,1939,lifeisgood,fighting facts,0.7908363938331604,job satisfaction,0.7715243101119995,pacific toughness,0.7530548572540283
687,687,coldwar,postwar expectations,0.7906849384307861,postwar world,0.7877167463302612,war industries,0.7738463282585144
1556,1556,hardworking,fighting facts,0.7905703186988831,job satisfaction,0.7896499037742615,preparedness,0.775421679019928
2541,2541,over,yank,0.7905483841896057,rotation,0.7877943515777588,training,0.7826354503631592
1731,1731,injured,enlisted,0.7905356884002686,conscription,0.7603989839553833,draft,0.7465075850486755
3088,3088,rotations,program preferences,0.7904968857765198,separation centers,0.7896023392677307,goldbricking,0.7695699334144592
137,137,allwork,job turnover,0.7903621196746826,limited assignments,0.7721984386444092,job satisfaction,0.7497142553329468
2399,2399,notcombatready,combat stress,0.7903513312339783,soldier deposits,0.7815093994140625,limited assignments,0.7632151246070862
1938,1938,lifegoals,civilian skills,0.7903316617012024,job satisfaction,0.7809472680091858,leadership,0.7699817419052124
3680,3680,uninformative,vindictiveness,0.7903257012367249,noncoms,0.696130096912384,preparedness,0.6870743632316589
3180,3180,seniority,leadership,0.7903059124946594,preparedness,0.7702321410179138,morale,0.7659739851951599
676,676,clubs,doctors,0.790274441242218,uso clubs,0.7510321736335754,shows,0.7357410192489624
3826,3826,washout,goldbricking,0.7901549935340881,pacific toughness,0.7821645140647888,job turnover,0.7745303511619568
1658,1658,ideasforthegovernment,prosecution of the war,0.7901409864425659,opinion of tomorrow,0.7651525735855103,program preferences,0.7637107372283936
3017,3017,replace,discipline,0.790136456489563,name,0.7822129726409912,headquarters,0.7721620798110962
2297,2297,newofficers,officers,0.7900627851486206,officer training,0.7746394276618958,redistribution stations,0.7675771117210388
197,197,argentina,italy,0.7900381088256836,japan,0.722294807434082,honolulu,0.6737750768661499
